"Relative Intensity (%) Run #5","Angle (rad) Run #5","Relative Intensity (%) Run #6","Angle (rad) Run #6","Relative Intensity (%) Run #7","Angle (rad) Run #7","Relative Intensity (%) Run #8","Angle (rad) Run #8","Relative Intensity (%) Run #9","Angle (rad) Run #9","Relative Intensity (%) Run #10","Angle (rad) Run #10"
21.13,5.523,-6.35,2.297,-2.64,3.504,-0.91,3.264,1.24,2.496,7.11,3.394
21.95,5.545,-6.35,2.303,-2.59,3.530,-0.85,3.289,1.31,2.516,7.25,3.416
22.30,5.570,-6.37,2.318,-2.53,3.555,-0.77,3.310,1.32,2.553,7.31,3.449
22.65,5.595,-6.35,2.333,-2.44,3.575,-0.72,3.338,1.41,2.579,7.44,3.492
23.39,5.625,-6.31,2.353,-2.26,3.597,-0.56,3.363,1.43,2.614,7.52,3.539
23.84,5.661,-6.36,2.388,-2.26,3.616,-0.51,3.383,1.47,2.645,7.75,3.564
24.83,5.702,-6.35,2.433,-2.16,3.636,-0.36,3.405,1.47,2.678,7.77,3.591
25.44,5.752,-6.34,2.487,-2.11,3.660,-0.30,3.435,1.59,2.738,7.92,3.618
26.81,5.785,-6.35,2.531,-1.98,3.698,-0.18,3.467,1.64,2.796,8.05,3.633
27.48,5.817,-6.32,2.556,-1.86,3.731,-0.11,3.501,1.76,2.849,8.20,3.649
28.78,5.845,-6.20,2.579,-1.55,3.760,-0.01,3.528,1.85,2.906,8.32,3.660
29.37,5.868,-6.21,2.601,-1.43,3.789,0.02,3.556,1.95,2.922,8.38,3.680
29.89,5.884,-6.09,2.609,-1.34,3.822,0.16,3.580,2.00,2.926,8.37,3.712
30.86,5.908,-6.06,2.617,-1.08,3.861,0.26,3.614,2.05,2.930,8.54,3.738
31.33,5.936,-6.05,2.622,-0.91,3.903,0.37,3.651,2.06,2.934,8.74,3.775
32.33,5.963,-6.09,2.630,-0.51,3.940,0.44,3.691,2.04,2.941,8.79,3.839
32.87,5.980,-5.96,2.637,-0.30,3.988,0.56,3.737,2.12,2.947,9.05,3.935
33.71,5.994,-6.05,2.642,0.10,4.035,0.64,3.798,2.20,2.953,9.33,3.971
34.08,6.005,-6.10,2.645,0.32,4.067,0.79,3.847,2.18,2.955,9.78,3.977
34.45,6.016,-6.18,2.647,0.72,4.092,0.91,3.881,2.22,2.972,9.89,3.977
34.95,6.030,-6.16,2.647,0.87,4.114,0.94,3.886,2.25,2.986,10.02,3.979
35.29,6.046,-6.14,2.648,1.11,4.137,1.16,3.892,2.25,3.013,10.10,3.984
