Relative Intensity (%) Run #1,Angle (rad) Run #1,Relative Intensity (%) Run #2,Angle (rad) Run #2,Relative Intensity (%) Run #3,Angle (rad) Run #3,Relative Intensity (%) Run #4,Angle (rad) Run #4,Relative Intensity (%) Run #5,Angle (rad) Run #5,Relative Intensity (%) Run #6,Angle (rad) Run #6
9.52,4.538,10.31,4.475,17.72,5,35.1,5.735,46.03,6.134,27.18,5.49
9.81,4.566,10.74,4.503,17.99,5.023,35.76,5.768,47,6.187,27.98,5.509
9.9,4.576,11,4.536,18.72,5.061,37.07,5.795,49.79,6.263,28.46,5.539
10.29,4.59,11.36,4.551,19.16,5.104,37.71,5.828,51.34,6.341,29.67,5.578
10.51,4.624,11.6,4.574,20.2,5.151,39.33,5.868,53.71,6.379,30.36,5.614
11.12,4.67,11.84,4.599,20.69,5.193,40.16,5.898,54.7,6.406,31.12,5.663
11.41,4.711,12.23,4.626,21.92,5.239,41.66,5.928,55.64,6.439,32.71,5.707
11.76,4.753,12.54,4.653,22.57,5.289,42.45,5.967,57.43,6.47,33.51,5.746
12.33,4.777,12.99,4.686,23.86,5.339,44.17,6.005,58.36,6.513,34.93,5.777
12.46,4.785,13.3,4.731,24.44,5.372,45,6.037,60.55,6.561,35.61,5.807
12.79,4.8,13.94,4.758,25.02,5.404,46.56,6.057,61.44,6.585,36.68,5.825
12.93,4.824,14.25,4.788,26.07,5.433,47.22,6.082,62.8,6.6,37.25,5.848
13.44,4.855,14.78,4.814,26.61,5.462,47.86,6.107,63.74,6.63,38.52,5.883
13.7,4.888,15.02,4.84,27.5,5.485,49.29,6.151,64.55,6.657,39.34,5.928
14.21,4.913,15.75,4.877,28.06,5.52,50.23,6.208,65.76,6.673,40.21,5.964
14.45,4.931,16.15,4.915,29.1,5.545,52.03,6.239,66.52,6.701,41.81,6.002
14.96,4.954,16.56,4.953,29.55,5.568,52.93,6.277,68.1,6.732,42.61,6.03
15.22,4.973,17.34,4.978,30.05,5.605,54.92,6.324,68.85,6.767,44.11,6.062
15.46,4.99,17.63,4.998,31.18,5.634,55.91,6.355,70.97,6.82,44.77,6.088
15.91,5.012,18.2,5.016,31.89,5.68,57.94,6.396,71.93,6.89,46.09,6.109
16.15,5.036,18.48,5.045,33.58,5.727,59.06,6.443,72.93,6.935,46.65,6.131
16.78,5.074,19.2,5.085,34.43,5.777,61.17,6.484,74.65,6.995,47.97,6.158
17.13,5.118,19.59,5.108,36.32,5.821,62.06,6.516,75.5,7.037,48.75,6.194
17.86,5.141,20.23,5.127,37.14,5.856,62.83,6.539,77.06,7.084,51.07,6.263
18.22,5.155,20.53,5.141,38.53,5.881,63.98,6.557,77.83,7.122,52.16,6.315
18.83,5.173,20.88,5.157,39.16,5.905,64.49,6.569,78.96,7.183,53.19,6.349
19.34,5.201,21.55,5.187,39.77,5.925,65.59,6.589,79.55,7.227,55,6.376
20.19,5.245,22.07,5.239,40.88,5.953,66.23,6.618,80.35,7.281,55.82,6.407
20.6,5.279,23.47,5.316,41.78,6.004,67.01,6.66,81.09,7.325,57.6,6.447
21.08,5.327,24.16,5.349,43.44,6.041,68.48,6.698,81.42,7.386,58.39,6.476
22.22,5.355,25.17,5.361,44.41,6.084,69.32,6.737,81.46,7.43,60.49,6.533
