"Relative Intensity (%) Run #2","Angle (rad) Run #2","Relative Intensity (%) Run #3","Angle (rad) Run #3","Relative Intensity (%) Run #4","Angle (rad) Run #4","Relative Intensity (%) Run #5","Angle (rad) Run #5","Relative Intensity (%) Run #6","Angle (rad) Run #6","Relative Intensity (%) Run #7","Angle (rad) Run #7"
8.31,4.376,12.10,4.898,9.82,4.244,21.59,5.779,19.69,5.614,27.76,6.288
8.53,4.414,12.26,4.946,9.88,4.247,21.92,5.796,20.26,5.642,29.06,6.319
8.65,4.450,12.57,4.975,9.90,4.254,22.09,5.814,20.54,5.664,29.58,6.351
8.83,4.478,12.62,4.994,9.84,4.266,22.64,5.836,21.03,5.683,30.01,6.370
8.92,4.494,12.73,5.008,9.93,4.279,22.78,5.864,21.23,5.707,30.67,6.393
9.05,4.505,12.93,5.014,9.93,4.302,23.00,5.879,21.49,5.729,31.06,6.428
9.14,4.532,12.97,5.020,10.04,4.329,23.55,5.900,21.94,5.749,31.84,6.459
9.26,4.565,13.11,5.039,10.15,4.361,23.87,5.928,22.08,5.765,32.23,6.483
9.27,4.580,13.22,5.077,10.21,4.390,24.72,5.967,22.61,5.792,33.01,6.524
9.29,4.595,13.64,5.126,10.32,4.400,25.10,5.986,22.81,5.807,33.30,6.553
9.48,4.620,13.81,5.158,10.38,4.409,25.63,6.000,23.16,5.825,33.82,6.568
9.52,4.657,14.08,5.168,10.57,4.420,25.84,6.005,23.40,5.842,34.15,6.582
9.75,4.686,14.20,5.185,10.59,4.434,26.16,6.016,23.93,5.864,34.45,6.591
9.83,4.708,14.52,5.213,10.61,4.442,26.33,6.035,24.19,5.879,35.13,6.608
9.93,4.720,14.67,5.246,10.65,4.448,26.64,6.055,24.42,5.890,35.38,6.613
9.97,4.730,15.13,5.292,10.70,4.458,27.16,6.066,24.82,5.909,35.93,6.626
10.10,4.742,15.38,5.355,10.70,4.463,27.34,6.071,25.10,5.928,36.22,6.641
10.16,4.772,15.58,5.367,10.73,4.477,27.72,6.081,25.56,5.942,36.72,6.654
10.33,4.825,15.94,5.385,10.79,4.494,27.98,6.106,25.75,5.950,36.97,6.670
10.42,4.852,16.08,5.408,10.81,4.521,28.48,6.121,26.19,5.960,37.69,6.698
10.62,4.888,16.50,5.432,10.96,4.551,28.72,6.145,26.39,5.972,38.02,6.725
10.69,4.904,16.68,5.446,11.01,4.576,29.08,6.186,26.77,5.985,38.41,6.745
10.75,4.917,17.16,5.473,11.16,4.601,29.97,6.227,26.97,6.000,38.90,6.764
10.93,4.931,17.37,5.512,11.22,4.615,30.38,6.252,27.19,6.011,39.11,6.783
11.06,4.957,17.94,5.545,11.30,4.634,31.14,6.274,27.58,6.027,39.55,6.805
11.31,5.005,18.17,5.579,11.40,4.651,31.44,6.289,27.86,6.044,39.81,6.828
11.46,5.056,18.60,5.617,11.58,4.672,32.12,6.310,28.49,6.057,40.39,6.852
11.86,5.071,19.57,5.674,11.66,4.689,32.36,6.322,28.71,6.071,40.69,6.883
11.93,5.072,20.06,5.738,11.79,4.716,32.75,6.330,29.23,6.082,41.65,6.916
12.19,5.088,21.06,5.774,11.86,4.739,32.92,6.343,29.51,6.103,42.13,6.952
12.32,5.111,21.48,5.810,12.10,4.767,33.22,6.362,29.76,6.139,42.62,6.985
12.49,5.144,22.24,5.842,12.22,4.807,33.83,6.381,30.79,6.197,43.42,7.015
12.64,5.168,22.49,5.858,12.38,4.840,34.13,6.403,31.40,6.242,43.86,7.050
12.91,5.199,23.00,5.873,12.65,4.869,34.88,6.432,32.50,6.274,44.71,7.078
13.06,5.257,23.22,5.894,12.80,4.901,35.44,6.478,32.98,6.296,45.00,7.097
13.23,5.272,23.47,5.916,13.10,4.937,36.81,6.525,33.72,6.315,45.75,7.119
13.54,5.281,23.94,5.927,13.24,4.964,37.40,6.564,33.99,6.324,46.16,7.152
13.67,5.292,24.17,5.949,13.45,4.989,38.31,6.577,34.52,6.340,46.94,7.188
13.80,5.303,24.70,5.975,13.50,4.998,38.61,6.593,34.72,6.354,47.26,7.213
13.89,5.317,25.08,6.004,13.65,5.008,38.91,6.611,34.98,6.368,47.97,7.240
14.12,5.331,25.90,6.033,13.75,5.023,39.51,6.626,35.42,6.384,48.30,7.267
14.27,5.360,26.35,6.065,13.91,5.039,39.87,6.644,35.68,6.396,48.58,7.290
14.46,5.388,27.24,6.107,13.99,5.049,40.78,6.684,36.35,6.421,49.11,7.309
14.63,5.402,27.56,6.120,14.04,5.053,41.40,6.717,36.69,6.454,49.34,7.326
15.05,5.427,27.89,6.131,14.14,5.069,42.37,6.753,37.57,6.483,49.72,7.337
15.30,5.460,28.47,6.140,14.19,5.082,42.78,6.778,37.89,6.506,49.88,7.353
15.62,5.507,28.65,6.150,14.23,5.102,43.58,6.795,38.78,6.536,50.27,7.381
16.07,5.542,29.10,6.164,14.39,5.148,44.01,6.827,39.19,6.560,50.46,7.428
16.23,5.570,29.46,6.194,14.72,5.187,44.52,6.872,39.43,6.571,50.63,7.469
16.71,5.590,30.69,6.252,14.85,5.207,45.73,6.919,40.21,6.593,50.77,7.494
16.88,5.611,31.56,6.332,15.06,5.213,46.44,6.973,40.55,6.611,51.17,7.512
17.26,5.636,33.15,6.374,15.11,5.221,47.67,7.018,41.03,6.626,51.21,7.530
17.38,5.658,33.95,6.412,15.24,5.239,48.18,7.040,41.29,6.646,51.48,7.559
17.85,5.677,34.81,6.475,15.31,5.261,48.80,7.051,42.01,6.668,51.58,7.612
18.07,5.705,36.42,6.519,15.42,5.283,49.01,7.064,42.14,6.677,51.54,7.648
18.62,5.729,37.01,6.544,15.76,5.333,49.56,7.076,42.46,6.681,51.57,7.661
18.93,5.746,38.08,6.571,15.99,5.386,49.76,7.100,42.58,6.685,51.46,7.676
19.16,5.765,38.51,6.583,16.46,5.411,50.31,7.136,42.71,6.690,51.61,7.703
19.55,5.779,39.23,6.596,16.62,5.432,50.58,7.153,42.74,6.693,51.55,7.742
19.75,5.807,39.52,6.610,16.92,5.443,50.93,7.166,42.86,6.701,51.37,7.779
20.16,5.828,39.94,6.626,16.98,5.448,51.17,7.180,43.09,6.704,51.21,7.802
20.37,5.851,40.53,6.637,17.10,5.455,51.37,7.197,43.29,6.706,50.98,7.830
20.82,5.868,40.93,6.659,17.22,5.468,51.68,7.230,43.52,6.710,50.84,7.857
21.12,5.903,41.93,6.696,17.52,5.487,52.05,7.268,43.62,6.718,50.81,7.878
21.91,5.945,42.27,6.723,17.73,5.521,52.32,7.306,43.77,6.725,50.59,7.903
22.36,5.977,43.31,6.762,17.93,5.550,52.54,7.323,43.91,6.737,50.47,7.926
22.87,6.016,43.85,6.794,18.27,5.559,52.97,7.342,44.12,6.765,50.15,7.956
23.74,6.032,44.49,6.802,18.40,5.564,53.21,7.381,45.09,6.805,49.85,8.003
24.07,6.046,44.89,6.833,18.65,5.575,53.50,7.420,45.48,6.855,49.38,8.017
24.48,6.059,45.70,6.866,18.78,5.578,53.55,7.452,46.59,6.899,49.20,8.033
24.62,6.065,46.39,6.926,18.84,5.579,53.81,7.485,46.84,6.918,48.88,8.042
24.92,6.082,47.17,6.988,18.87,5.586,53.81,7.519,47.51,6.935,48.75,8.052
25.14,6.101,48.20,7.021,18.96,5.601,53.86,7.571,47.80,6.957,48.72,8.063
25.86,6.136,48.57,7.036,19.10,5.614,53.89,7.611,48.39,6.971,48.53,8.079
26.26,6.186,49.25,7.051,19.35,5.634,53.76,7.647,48.61,6.990,48.16,8.094
26.68,6.227,49.42,7.062,19.54,5.658,53.63,7.661,49.18,7.006,47.91,8.124
27.72,6.269,50.05,7.084,19.69,5.674,53.63,7.676,49.39,7.021,47.18,8.154
28.15,6.297,50.36,7.102,19.92,5.685,53.50,7.706,49.83,7.031,46.86,8.207
28.79,6.304,50.86,7.119,20.07,5.708,53.40,7.731,50.03,7.050,46.36,8.255
29.12,6.322,51.20,7.144,20.46,5.722,53.12,7.763,50.18,7.061,45.45,8.283
29.59,6.337,51.88,7.182,20.62,5.735,52.90,7.791,50.43,7.078,45.03,8.310
29.82,6.352,52.03,7.201,20.91,5.748,52.77,7.804,50.68,7.100,44.13,8.341
30.10,6.365,52.41,7.218,21.12,5.768,52.65,7.819,51.12,7.113,43.68,8.379
30.46,6.390,52.55,7.243,21.39,5.779,52.57,7.834,51.32,7.124,42.55,8.402
30.88,6.431,52.73,7.262,21.55,5.795,52.27,7.852,51.34,7.135,41.99,8.438
31.72,6.459,53.08,7.271,21.71,5.817,52.29,7.870,51.55,7.152,40.95,8.459
32.20,6.500,53.23,7.279,22.24,5.840,51.91,7.885,51.94,7.169,40.49,8.490
33.22,6.528,53.35,7.285,22.43,5.861,51.74,7.898,52.16,7.186,39.96,8.522
33.63,6.553,53.40,7.301,22.89,5.875,51.63,7.914,52.42,7.207,39.01,8.555
34.26,6.575,53.57,7.320,23.06,5.886,51.56,7.940,52.45,7.218,38.58,8.578
34.63,6.589,53.72,7.339,23.37,5.897,51.05,7.967,52.59,7.227,37.71,8.595
34.91,6.611,53.88,7.359,23.47,5.908,50.82,7.980,52.55,7.235,37.39,8.617
35.57,6.637,53.99,7.378,23.83,5.925,50.45,7.983,52.71,7.238,36.42,8.632
35.89,6.654,54.20,7.395,24.05,5.945,50.48,7.989,52.74,7.241,36.11,8.658
36.34,6.660,54.40,7.433,24.27,5.967,50.33,8.002,52.81,7.249,35.24,8.685
36.62,6.673,54.46,7.482,24.63,5.980,50.14,8.019,53.11,7.259,34.71,8.723
37.48,6.687,54.50,7.518,24.87,5.999,50.02,8.041,53.30,7.270,34.10,8.759
37.96,6.699,54.50,7.535,25.31,6.015,49.49,8.072,53.42,7.282,33.04,8.784
38.73,6.725,54.59,7.535,25.52,6.027,49.11,8.115,53.49,7.292,32.58,8.803
39.22,6.765,54.61,7.535,26.03,6.055,48.41,8.140,53.53,7.303,31.72,8.818
39.80,6.836,54.64,7.540,26.32,6.073,48.07,8.156,53.61,7.326,31.43,8.831
41.38,6.902,54.64,7.549,26.71,6.092,47.65,8.167,53.63,7.345,30.63,8.856
41.78,6.923,54.54,7.570,27.52,6.117,47.34,8.176,53.90,7.372,30.15,8.897
42.50,6.932,54.57,7.617,27.94,6.147,47.07,8.195,53.93,7.392,28.94,8.944
42.64,6.943,54.40,7.654,28.66,6.162,46.86,8.211,53.93,7.430,28.31,8.972
43.26,6.968,54.14,7.664,28.90,6.165,46.48,8.226,53.99,7.463,27.67,9.005
43.52,6.977,54.07,7.686,28.93,6.167,46.14,8.239,54.33,7.482,26.53,9.038
44.14,6.992,54.04,7.708,28.99,6.172,46.01,8.248,54.46,7.499,26.00,9.067
44.42,7.007,53.94,7.724,29.11,6.176,45.50,8.261,54.36,7.513,25.16,9.096
44.85,7.029,53.69,7.738,29.27,6.184,45.35,8.277,54.29,7.537,24.75,9.122
45.73,7.053,53.74,7.746,29.34,6.191,44.82,8.306,54.05,7.556,23.82,9.164
46.19,7.092,53.54,7.753,29.66,6.206,44.39,8.327,54.18,7.589,23.29,9.191
47.09,7.146,53.49,7.760,29.91,6.223,43.74,8.350,54.27,7.615,22.86,9.222
47.30,7.171,53.29,7.780,30.36,6.239,43.36,8.383,54.22,7.647,22.03,9.252
47.89,7.199,53.02,7.815,30.62,6.255,42.64,8.402,54.01,7.681,21.64,9.271
48.14,7.218,52.85,7.857,31.32,6.278,42.38,8.413,53.92,7.711,21.07,9.287
48.41,7.241,52.64,7.885,31.59,6.302,42.25,8.419,53.69,7.755,20.75,9.305
48.52,7.252,52.41,7.903,31.83,6.316,41.83,8.427,53.48,7.785,20.27,9.321
48.87,7.260,52.02,7.911,32.47,6.338,41.63,8.440,53.18,7.808,20.03,9.337
48.97,7.281,51.75,7.912,32.79,6.352,41.13,8.462,52.77,7.837,19.40,9.364
49.43,7.314,51.65,7.920,33.44,6.360,40.75,8.485,52.47,7.854,19.04,9.395
49.65,7.358,51.47,7.928,33.73,6.379,39.95,8.515,52.31,7.868,18.42,9.422
50.08,7.391,51.29,7.945,34.27,6.390,39.50,8.548,51.92,7.887,18.18,9.440
50.17,7.409,51.18,7.961,34.47,6.404,38.44,8.577,51.74,7.915,17.94,9.461
50.30,7.424,50.85,7.989,35.28,6.410,38.00,8.591,51.35,7.937,17.50,9.480
50.41,7.444,50.57,8.027,35.71,6.440,37.66,8.619,51.11,7.966,17.23,9.511
50.53,7.471,50.17,8.055,36.05,6.456,36.80,8.641,50.72,7.991,16.66,9.543
50.55,7.494,49.53,8.075,36.52,6.465,36.40,8.658,50.37,8.006,16.28,9.580
50.62,7.527,49.26,8.101,36.71,6.475,35.61,8.687,50.19,8.014,15.58,9.613
50.68,7.559,48.64,8.113,37.01,6.483,35.11,8.707,50.11,8.027,15.22,9.648
50.69,7.582,48.53,8.129,37.21,6.492,34.27,8.732,49.74,8.042,14.49,9.695
50.59,7.607,48.15,8.141,37.60,6.502,33.84,8.762,49.64,8.083,14.14,9.725
50.52,7.629,47.86,8.165,37.93,6.525,32.88,8.779,48.60,8.146,13.79,9.739
50.38,7.645,47.24,8.190,38.84,6.569,32.59,8.792,47.89,8.207,13.47,9.756
50.45,7.665,46.77,8.217,39.32,6.607,32.23,8.814,47.31,8.250,13.25,9.774
50.39,7.694,45.71,8.237,39.68,6.638,31.50,8.833,45.76,8.300,12.94,9.786
50.21,7.725,45.33,8.269,40.27,6.657,31.22,8.859,45.05,8.352,12.76,9.802
50.10,7.755,44.67,8.308,40.58,6.677,30.24,8.899,43.78,8.382,12.48,9.819
49.98,7.782,44.23,8.349,41.05,6.695,29.67,8.922,43.18,8.407,12.33,9.838
49.90,7.801,43.80,8.375,41.35,6.714,28.79,8.955,42.18,8.424,12.00,9.869
49.70,7.824,42.98,8.401,41.83,6.736,28.21,8.990,41.67,8.434,11.78,9.893
49.60,7.843,42.61,8.405,42.02,6.761,27.20,9.024,41.07,8.445,11.58,9.916
49.32,7.867,42.15,8.408,42.45,6.776,26.64,9.056,40.81,8.457,11.37,9.935
49.13,7.896,41.91,8.419,42.72,6.781,26.16,9.081,40.53,8.471,11.11,9.953
48.54,7.929,41.52,8.434,42.94,6.786,25.36,9.106,40.17,8.489,10.90,9.978
48.23,7.945,41.30,8.446,43.24,6.792,24.89,9.140,39.78,8.514,10.72,10.017
47.88,7.959,40.73,8.460,43.36,6.806,24.07,9.161,38.98,8.540,10.35,10.039
47.71,7.970,40.42,8.484,43.67,6.819,23.66,9.189,38.52,8.559,10.22,10.056
47.68,7.994,40.13,8.504,43.73,6.836,22.62,9.235,37.96,8.572,9.90,10.077
47.06,8.041,39.64,8.509,43.88,6.846,22.08,9.276,37.69,8.594,9.81,10.096
46.61,8.097,39.40,8.520,44.01,6.861,21.12,9.301,36.75,8.622,9.50,10.119
45.30,8.140,38.97,8.534,44.25,6.875,20.75,9.318,36.40,8.646,9.41,10.135
44.67,8.173,38.74,8.551,44.41,6.888,20.49,9.337,35.91,8.677,9.22,10.157
43.80,8.214,38.09,8.569,44.56,6.910,19.87,9.357,34.99,8.699,9.07,10.179
43.39,8.256,37.78,8.594,45.00,6.926,19.54,9.382,34.47,8.718,8.84,10.201
42.74,8.275,37.02,8.616,45.31,6.946,18.95,9.409,33.65,8.741,8.67,10.234
42.45,8.283,36.75,8.625,45.99,6.965,18.59,9.437,33.24,8.762,8.33,10.275
41.84,8.300,36.47,8.633,46.37,6.993,17.77,9.478,32.48,8.779,8.21,10.303
41.60,8.310,36.06,8.646,47.02,7.017,17.24,9.544,32.07,8.801,8.12,10.326
41.36,8.324,35.71,8.665,47.33,7.037,16.16,9.594,31.07,8.826,7.94,10.341
40.66,8.349,34.73,8.709,47.94,7.056,15.73,9.635,30.69,8.855,7.87,10.358
40.14,8.385,33.93,8.765,48.20,7.075,15.37,9.659,30.28,8.894,7.77,10.372
39.01,8.416,32.42,8.814,48.63,7.086,14.82,9.675,29.28,8.922,7.63,10.394
38.44,8.448,31.73,8.831,48.80,7.097,14.56,9.690,28.68,8.954,7.48,10.422
37.39,8.468,30.85,8.861,49.02,7.103,14.19,9.715,27.87,8.971,7.43,10.441
36.98,8.498,30.44,8.877,49.10,7.113,13.96,9.736,27.47,8.987,7.24,10.462
35.90,8.528,30.12,8.888,49.26,7.119,13.56,9.753,27.02,8.998,7.23,10.474
35.28,8.570,29.56,8.903,49.36,7.128,13.39,9.775,26.80,9.013,7.15,10.482
34.80,8.588,29.27,8.921,49.42,7.135,13.13,9.794,26.17,9.029,7.16,10.504
34.10,8.600,28.68,8.941,49.52,7.144,12.91,9.822,25.94,9.048,7.04,10.529
33.88,8.608,28.31,8.969,49.61,7.155,12.43,9.852,25.60,9.067,6.95,10.559
33.20,8.625,27.50,8.999,49.80,7.164,12.19,9.882,24.93,9.089,6.81,10.593
32.98,8.655,26.95,9.026,49.92,7.180,11.94,9.924,24.44,9.131,6.79,10.625
31.94,8.687,26.41,9.076,50.17,7.196,11.49,9.949,23.48,9.164,6.72,10.645
31.39,8.730,25.02,9.136,50.34,7.213,11.32,9.975,23.06,9.184,6.66,10.652
30.38,8.752,24.35,9.177,50.57,7.224,10.92,10.001,22.34,9.213,6.65,10.667
30.03,8.770,23.37,9.192,50.78,7.240,10.73,10.028,21.91,9.233,6.60,10.683
29.75,8.776,22.96,9.216,51.04,7.257,10.29,10.059,21.55,9.261,6.59,10.692
29.07,8.784,22.43,9.232,51.25,7.270,10.10,10.089,20.94,9.279,6.56,10.700
28.88,8.790,22.16,9.244,51.40,7.285,9.83,10.114,20.65,9.302,6.49,10.719
28.35,8.823,21.50,9.276,51.49,7.296,9.67,10.138,19.89,9.329,6.48,10.744
28.04,8.847,21.19,9.302,51.68,7.310,9.45,10.160,19.61,9.338,6.43,10.776
27.49,8.859,20.84,9.331,51.88,7.320,9.28,10.179,19.06,9.351,6.40,10.798
27.29,8.869,20.14,9.349,51.96,7.337,9.13,10.193,18.94,9.378,6.36,10.834
26.97,8.884,19.87,9.362,52.15,7.350,9.01,10.212,18.55,9.390,6.32,10.857
26.32,8.911,19.29,9.387,52.21,7.365,8.81,10.232,18.29,9.411,6.30,10.887
25.86,8.947,19.05,9.406,52.34,7.376,8.71,10.254,17.98,9.426,6.30,10.903
24.85,8.987,18.57,9.422,52.36,7.386,8.63,10.273,17.71,9.447,6.25,10.915
24.37,9.021,18.32,9.445,52.52,7.391,8.50,10.287,17.46,9.478,6.23,10.928
23.46,9.035,17.85,9.456,52.53,7.402,8.40,10.304,16.77,9.511,6.23,10.952
23.11,9.053,17.66,9.472,52.62,7.409,8.25,10.317,16.43,9.555,6.19,10.985
22.37,9.085,17.42,9.503,52.83,7.425,8.17,10.334,15.66,9.590,6.22,11.021
21.82,9.126,16.70,9.563,52.85,7.446,8.04,10.361,15.34,9.620,6.19,11.043
21.44,9.158,16.28,9.627,53.09,7.458,7.95,10.388,14.72,9.654,6.16,11.069
20.35,9.214,15.41,9.662,53.19,7.472,7.83,10.405,14.43,9.681,6.15,11.099
19.83,9.243,15.06,9.695,53.25,7.483,7.75,10.416,13.98,9.701,6.23,11.117
19.21,9.257,14.57,9.711,53.29,7.488,7.67,10.427,13.79,9.714,6.16,11.143
18.93,9.271,14.33,9.730,53.32,7.496,7.64,10.436,13.51,9.730,6.16,11.165
18.52,9.288,14.00,9.747,53.38,7.505,7.51,10.458,13.37,9.736,6.13,11.201
18.29,9.305,13.83,9.761,53.60,7.519,7.44,10.476,13.23,9.745,6.09,11.233
17.73,9.331,13.42,9.786,53.65,7.540,7.38,10.499,12.97,9.752,6.10,11.281
17.42,9.357,13.27,9.811,53.74,7.565,7.30,10.524,12.95,9.758,6.14,11.327
17.08,9.389,12.86,9.844,53.91,7.585,7.25,10.543,12.78,9.774,6.16,11.355
16.41,9.419,12.65,9.880,53.97,7.601,7.08,10.565,12.69,9.789,6.16,11.395
16.17,9.440,12.43,9.913,54.00,7.611,7.05,10.584,12.45,9.810,6.19,11.421
15.66,9.467,11.97,9.938,54.07,7.622,6.99,10.597,12.26,9.833,6.19,11.437
15.44,9.488,11.85,9.956,53.93,7.645,6.94,10.620,11.93,9.861,6.15,11.459
14.98,9.510,11.58,9.971,53.89,7.673,6.89,10.633,11.76,9.882,6.14,11.479
14.75,9.532,11.40,9.990,53.79,7.691,6.86,10.647,11.51,9.898,6.18,11.508
14.22,9.569,11.13,10.015,53.72,7.700,6.85,10.661,11.37,9.918,6.20,11.542
13.92,9.602,10.96,10.053,53.60,7.709,6.77,10.672,11.18,9.938,6.16,11.561
13.30,9.637,10.55,10.088,53.50,7.724,6.77,10.686,10.91,9.957,6.15,11.622
13.05,9.667,10.29,10.138,53.46,7.746,6.74,10.707,10.74,9.973,6.12,11.660
12.84,9.679,9.80,10.193,53.24,7.780,6.68,10.721,10.55,9.987,6.09,11.690
12.57,9.687,9.64,10.227,53.08,7.801,6.60,10.747,10.48,9.995,6.12,11.715
12.46,9.701,9.45,10.249,52.69,7.830,6.58,10.776,10.28,10.004,,11.724
12.30,9.711,9.18,10.268,52.57,7.860,6.56,10.798,10.20,10.026,,11.735
12.19,9.720,9.09,10.284,52.23,7.879,6.54,10.823,9.95,10.058,,
11.93,9.744,8.95,10.297,52.09,7.907,6.49,10.828,9.79,10.077,,
11.74,9.770,8.89,10.315,51.46,7.929,6.50,10.856,9.54,10.105,,
11.39,9.800,8.80,10.326,51.33,7.942,6.48,10.882,9.42,10.125,,
11.15,9.843,8.76,10.342,50.74,7.959,6.48,10.909,9.20,10.144,,
10.73,9.880,8.59,10.355,50.67,7.969,6.43,10.944,9.05,10.169,,
10.48,9.901,8.54,10.378,50.46,7.988,6.43,10.970,8.92,10.183,,
10.19,9.910,8.36,10.396,50.00,7.995,6.44,11.000,8.71,10.202,,
10.10,9.927,8.30,10.422,49.70,8.003,6.48,11.036,8.61,10.215,,
10.01,9.942,8.19,10.443,49.30,8.019,6.42,11.065,8.60,10.229,,
9.82,9.956,8.10,10.454,49.07,8.027,6.43,11.095,8.53,10.246,,
9.76,9.964,8.04,10.471,48.92,8.035,6.44,11.123,8.36,10.270,,
9.66,9.979,8.02,10.487,48.90,8.042,6.41,11.154,8.25,10.303,,
9.58,9.987,7.96,10.501,48.60,8.050,6.39,11.173,8.01,10.331,,
9.46,9.998,7.91,10.509,48.44,8.063,6.39,11.195,7.87,10.358,,
9.34,10.025,7.88,10.515,48.09,8.075,6.35,11.220,7.77,10.370,,
9.13,10.056,7.84,10.527,48.03,8.090,6.37,11.239,7.69,10.380,,
8.95,10.088,7.82,10.538,47.93,8.105,6.38,11.256,7.61,10.388,,
8.69,10.105,7.73,10.562,47.53,8.115,6.38,11.288,7.56,10.399,,
8.61,10.122,7.67,10.578,47.42,8.130,6.39,11.316,7.48,10.425,,
8.44,10.139,7.60,10.604,46.73,8.159,6.32,11.340,7.39,10.455,,
8.37,10.154,7.56,10.625,46.31,8.181,6.30,11.362,7.24,10.479,,
8.30,10.168,7.44,10.637,45.31,8.209,6.35,11.380,7.09,10.501,,
8.22,10.174,7.41,10.650,44.78,8.233,6.33,11.404,7.06,10.537,,
8.20,10.187,7.43,10.672,44.19,8.240,6.31,11.420,6.97,10.565,,
7.94,10.235,7.38,10.699,43.94,8.247,6.30,11.442,6.89,10.598,,
7.91,10.253,7.31,10.721,43.70,8.255,6.30,11.464,6.75,10.619,,
7.76,10.262,7.30,10.733,43.61,8.262,6.33,11.490,6.74,10.642,,
7.77,10.268,7.31,10.735,43.52,8.272,6.36,11.509,6.60,10.685,,
7.69,10.268,7.35,10.749,43.23,8.286,6.30,11.530,6.61,10.740,,
7.66,10.271,7.35,10.760,43.04,8.302,6.33,11.577,6.54,10.771,,
7.66,10.278,7.31,10.787,42.69,8.314,6.34,11.614,6.54,10.798,,
7.55,10.301,7.26,10.809,42.45,8.328,6.36,11.665,6.47,10.810,,
7.48,10.326,7.26,10.840,41.99,8.347,6.35,11.709,6.49,10.812,,
7.37,10.344,7.29,10.876,41.67,8.368,6.32,11.742,6.44,10.818,,
7.31,10.363,7.26,10.912,41.02,8.391,6.36,11.770,6.46,10.828,,
7.25,10.372,7.28,10.939,40.67,8.413,6.35,11.803,6.47,10.846,,
7.27,10.388,7.24,10.963,40.04,8.424,6.37,11.836,6.45,10.901,,
7.22,10.397,7.22,10.978,39.77,8.435,6.38,11.871,6.40,10.963,,
7.16,10.411,7.28,10.992,39.49,8.445,6.38,11.899,6.35,11.005,,
7.10,10.427,7.27,11.005,39.08,8.456,6.38,11.919,6.36,11.036,,
7.03,10.441,7.22,11.010,38.85,8.467,6.39,11.949,6.36,11.058,,
7.04,10.451,7.25,11.044,38.60,8.478,6.39,11.968,6.38,11.090,,
7.03,10.463,7.26,11.079,38.45,8.489,6.38,11.985,6.38,11.132,,
6.93,10.485,7.23,11.102,37.98,8.509,6.38,12.023,6.36,11.165,,
6.90,10.520,7.23,11.132,37.73,8.522,6.40,12.086,6.35,11.178,,
6.72,10.562,7.25,11.150,37.58,8.537,6.41,12.147,6.34,11.189,,
6.74,10.573,7.25,11.162,37.05,8.556,6.43,12.193,6.34,11.211,,
6.69,10.587,7.17,11.186,36.88,8.566,6.40,12.222,6.36,11.230,,
6.66,10.595,7.22,11.201,36.50,8.573,6.41,12.254,6.35,11.248,,
6.63,10.597,7.22,11.219,36.40,8.581,6.37,12.291,6.34,11.270,,
6.65,10.597,7.24,11.236,36.15,8.588,6.32,12.320,6.28,11.296,,
6.63,10.601,7.32,11.239,36.00,8.603,6.37,12.356,6.30,11.313,,
6.68,10.608,7.28,11.250,35.78,8.616,6.34,12.390,6.33,11.343,,
6.69,10.615,7.25,11.264,35.61,8.630,6.40,12.419,6.27,11.366,,
6.65,10.634,7.26,11.274,35.41,8.644,6.36,12.444,6.26,11.379,,
6.63,10.655,7.24,11.277,35.10,8.655,6.39,12.483,6.23,11.404,,
6.66,10.661,7.25,11.277,34.89,8.677,6.43,12.549,6.28,11.429,,
6.61,10.677,7.26,11.278,34.39,8.698,6.39,12.615,6.27,11.442,,
6.59,10.694,7.24,11.278,33.94,8.719,6.41,12.665,6.25,11.464,,
6.60,10.696,7.27,11.277,33.05,8.749,6.44,12.695,6.27,11.487,,
6.55,10.708,7.25,11.277,32.48,8.792,6.43,12.717,6.30,11.503,,
6.57,10.711,7.24,11.278,31.79,8.811,6.40,12.731,6.21,11.530,,
6.58,10.718,7.22,11.281,31.46,8.831,6.38,12.747,6.25,11.566,,
6.58,10.719,7.18,11.294,31.01,8.861,6.38,12.769,6.24,11.591,,
6.62,10.721,7.19,11.329,30.12,8.881,6.31,12.818,6.23,11.625,,
6.57,10.732,7.21,11.374,29.80,8.897,6.31,12.885,6.24,11.671,,
6.57,10.754,7.15,11.409,29.20,8.910,6.33,12.936,6.21,11.713,,
6.56,10.787,7.17,11.421,28.92,8.924,6.36,12.998,6.16,11.720,,
6.53,10.802,7.14,11.437,28.31,8.952,6.40,13.060,6.16,11.726,,
6.59,10.815,7.18,11.456,27.86,8.980,6.33,13.105,6.16,11.743,,
6.58,10.832,,11.478,27.13,9.004,6.39,13.129,6.20,11.761,,
6.65,10.843,,,26.71,9.031,6.38,13.146,6.16,11.784,,
6.61,10.853,,,26.27,9.067,6.36,13.162,6.20,11.805,,
6.62,10.870,,,25.47,9.089,6.40,13.179,6.19,11.816,,
6.57,10.870,,,25.10,9.109,6.38,13.207,6.16,11.830,,
6.63,10.889,,,24.35,9.133,6.42,13.234,6.20,11.863,,
6.64,10.903,,,24.03,9.147,6.42,13.267,6.28,11.883,,
6.63,10.906,,,23.37,9.167,6.41,13.300,6.27,11.886,,
6.64,10.928,,,23.18,9.183,6.42,13.338,6.22,11.896,,
6.63,10.959,,,22.96,9.202,6.40,13.393,6.22,11.907,,
6.61,10.978,,,22.36,9.221,6.39,13.452,6.21,11.910,,
6.62,11.029,,,22.15,9.232,6.39,13.526,,11.914,,
