Relative Intensity (%) Run #1,Angle (rad) Run #1,Relative Intensity (%) Run #2,Angle (rad) Run #2,Relative Intensity (%) Run #3,Angle (rad) Run #3,Relative Intensity (%) Run #4,Angle (rad) Run #4,Relative Intensity (%) Run #5,Angle (rad) Run #5,Relative Intensity (%) Run #6,Angle (rad) Run #6
0.59,0.955,1,1.191,1.35,1.384,2.04,1.448,0.81,0.96,1.31,-0.035
0.61,0.968,1.06,1.227,1.37,1.392,2.06,1.48,0.8,0.969,1.38,-0.033
0.62,0.982,1.07,1.263,1.39,1.406,2.08,1.528,0.81,0.98,1.36,-0.033
0.61,0.996,1.09,1.297,1.47,1.428,2.13,1.601,0.79,1.004,1.31,-0.031
0.59,0.997,1.18,1.335,1.48,1.45,2.19,1.656,0.84,1.038,1.32,-0.027
0.68,1.01,1.15,1.363,1.49,1.469,2.22,1.695,0.86,1.096,1.32,-0.025
0.69,1.027,1.14,1.396,1.48,1.488,2.26,1.733,0.81,1.147,1.33,-0.02
0.67,1.048,1.25,1.429,1.51,1.506,2.34,1.767,0.81,1.186,1.28,-0.005
0.68,1.079,1.24,1.45,1.56,1.538,2.36,1.789,0.85,1.232,1.27,0.009
0.68,1.101,1.3,1.472,1.6,1.588,2.35,1.808,0.87,1.258,1.29,0.03
0.73,1.117,1.29,1.505,1.64,1.627,2.31,1.827,0.87,1.283,1.26,0.041
0.72,1.142,1.34,1.53,1.68,1.66,2.35,1.839,0.9,1.301,1.26,0.046
0.8,1.178,1.38,1.565,1.73,1.676,2.4,1.861,0.99,1.321,1.26,0.053
0.81,1.21,1.39,1.596,1.74,1.704,2.45,1.888,1.02,1.34,1.32,0.069
0.8,1.224,1.49,1.627,1.79,1.734,2.5,1.918,1.01,1.368,1.28,0.079
0.83,1.25,1.49,1.648,1.77,1.764,2.52,1.949,1.05,1.407,1.24,0.097
0.85,1.286,1.54,1.667,1.8,1.805,2.61,1.993,1.12,1.433,1.34,0.137
0.83,1.319,1.57,1.704,1.86,1.849,2.64,2.037,1.1,1.434,1.36,0.157
0.85,1.346,1.55,1.729,1.89,1.888,2.74,2.075,1.1,1.451,1.37,0.174
0.87,1.365,1.57,1.755,1.93,1.924,2.78,2.136,1.14,1.48,1.34,0.192
0.87,1.385,1.65,1.783,1.99,1.946,2.87,2.194,1.17,1.494,1.46,0.204
0.88,1.396,1.72,1.817,2.06,1.971,2.93,2.216,1.13,1.508,1.46,0.214
0.89,1.406,1.78,1.855,2.11,2,2.98,2.231,1.15,1.533,1.42,0.232
0.92,1.418,1.84,1.891,2.09,2.017,2.99,2.248,1.2,1.569,1.43,0.253
0.93,1.428,1.95,1.929,2.16,2.023,3.04,2.27,1.26,1.594,1.32,0.269
0.96,1.434,1.94,1.957,2.17,2.047,3.07,2.297,1.24,1.619,1.37,0.28
0.94,1.448,2.01,1.976,2.18,2.075,3.15,2.317,1.23,1.652,1.39,0.308
0.94,1.467,2.01,2.003,2.22,2.092,3.19,2.344,1.23,1.676,1.38,0.347
0.97,1.486,2.08,2.034,2.29,2.117,3.26,2.37,1.23,1.698,1.37,0.402
0.99,1.506,2.12,2.062,2.3,2.139,3.25,2.392,1.27,1.72,1.33,0.426
1.01,1.517,2.19,2.084,2.36,2.166,3.32,2.414,1.4,1.762,1.33,0.441
1,1.539,2.2,2.111,2.39,2.201,3.46,2.452,1.41,1.78,1.36,0.459
1.05,1.561,2.2,2.143,2.42,2.227,3.46,2.485,1.42,1.789,1.38,0.473
1.05,1.58,2.32,2.183,2.48,2.268,3.57,2.51,1.44,1.808,1.36,0.503
1.08,1.602,2.35,2.216,2.52,2.301,3.59,2.534,1.43,1.824,1.39,0.523
1.11,1.621,2.44,2.251,2.63,2.329,3.63,2.551,1.44,1.858,1.4,0.553
1.1,1.63,2.49,2.289,2.69,2.361,3.67,2.562,1.46,1.882,1.4,0.616
1.14,1.637,2.56,2.339,2.78,2.391,3.71,2.576,1.5,1.901,1.42,0.704
1.13,1.654,2.65,2.386,2.83,2.405,3.75,2.582,1.49,1.937,1.43,0.757
1.14,1.676,2.81,2.428,2.88,2.417,3.81,2.604,1.66,1.976,1.49,0.785
1.18,1.706,2.91,2.463,2.93,2.446,3.84,2.631,1.68,2.009,1.5,0.807
1.24,1.747,3.04,2.504,3.03,2.491,3.95,2.664,1.73,2.029,1.51,0.828
1.21,1.797,3.04,2.559,3.1,2.531,3.99,2.708,1.76,2.04,1.47,0.847
1.31,1.824,3.21,2.598,3.2,2.573,4.15,2.738,1.82,2.05,1.45,0.861
1.32,1.838,3.31,2.641,3.25,2.604,4.21,2.758,1.79,2.081,1.51,0.88
1.36,1.863,3.47,2.71,3.36,2.619,4.25,2.776,1.92,2.11,1.53,0.905
1.41,1.891,3.59,2.794,3.38,2.63,4.33,2.791,1.88,2.135,1.53,0.927
1.48,1.935,3.85,2.859,3.43,2.65,4.38,2.813,1.97,2.166,1.49,0.963
1.46,1.973,4,2.904,3.47,2.667,4.49,2.84,2.05,2.218,1.5,1.016
1.59,2,4.06,2.934,3.54,2.697,4.54,2.87,2.11,2.267,1.56,1.041
1.57,2.023,4.18,2.947,3.61,2.738,4.69,2.901,2.21,2.304,1.56,1.054
1.64,2.05,4.16,2.958,3.65,2.79,4.7,2.926,2.29,2.339,1.57,1.073
1.64,2.078,4.27,2.974,3.89,2.834,4.76,2.939,2.31,2.364,1.58,1.111
1.72,2.11,4.37,2.986,3.94,2.87,4.79,2.95,2.35,2.384,1.62,1.155
1.77,2.158,4.42,3,4.12,2.898,4.9,2.966,2.35,2.402,1.63,1.197
1.8,2.177,4.46,3.028,4.17,2.928,4.93,2.98,2.4,2.417,1.66,1.241
1.84,2.201,4.62,3.069,4.26,2.941,4.98,3.007,2.49,2.444,1.75,1.282
1.83,2.226,4.75,3.131,4.27,2.953,5.05,3.044,2.53,2.472,1.74,1.305
1.93,2.254,4.97,3.197,4.4,2.967,5.24,3.104,2.59,2.493,1.72,1.326
2,2.275,5.14,3.263,4.41,2.977,5.43,3.171,2.5,2.501,1.73,1.348
2.02,2.295,5.4,3.286,4.49,2.988,5.61,3.242,2.55,2.51,1.8,1.36
2.03,2.312,5.52,3.311,4.51,3.002,5.86,3.278,2.61,2.52,1.84,1.367
2.06,2.336,5.73,3.349,4.55,3.024,6,3.3,2.64,2.554,1.78,1.373
2.09,2.37,5.82,3.383,4.62,3.054,6.14,3.325,2.67,2.593,1.79,1.385
2.16,2.394,5.89,3.413,4.85,3.102,6.22,3.352,2.74,2.634,1.81,1.393
2.21,2.428,6.07,3.442,4.91,3.142,6.42,3.385,2.8,2.672,1.84,1.401
2.27,2.474,6.17,3.468,4.95,3.164,6.53,3.416,2.91,2.708,1.85,1.417
2.32,2.505,6.34,3.506,5.04,3.186,6.74,3.464,2.97,2.739,1.87,1.433
2.41,2.526,6.52,3.539,5.11,3.212,6.9,3.503,3.04,2.765,1.86,1.448
2.45,2.548,6.72,3.564,5.33,3.266,7.18,3.542,3.1,2.787,1.85,1.459
2.57,2.567,6.85,3.594,5.43,3.332,7.33,3.588,3.12,2.815,1.83,1.484
2.66,2.571,7.01,3.611,5.7,3.38,7.67,3.643,3.19,2.851,1.85,1.511
2.66,2.581,7.12,3.636,5.83,3.398,7.85,3.669,3.25,2.873,1.89,1.527
2.69,2.593,7.32,3.655,6,3.416,8.11,3.696,3.35,2.878,1.92,1.544
2.69,2.614,7.41,3.671,6,3.424,8.23,3.729,3.4,2.889,1.91,1.566
2.72,2.637,7.6,3.693,6.12,3.44,8.34,3.751,3.5,2.911,1.88,1.591
2.75,2.663,7.74,3.715,6.22,3.464,8.55,3.775,3.56,2.936,1.87,1.615
2.85,2.691,7.95,3.735,6.3,3.486,8.68,3.804,3.71,2.97,1.97,1.637
2.92,2.727,8.05,3.759,6.36,3.503,8.97,3.836,3.76,3.019,1.91,1.651
3,2.769,8.16,3.787,6.48,3.528,9.12,3.87,3.87,3.071,1.89,1.654
3.11,2.799,8.49,3.822,6.59,3.553,9.48,3.908,3.93,3.102,1.89,1.668
3.17,2.815,8.67,3.853,6.65,3.578,9.67,3.957,4.08,3.154,1.89,1.695
3.21,2.832,8.98,3.885,6.94,3.624,10.15,4.012,4.13,3.206,1.92,1.722
3.27,2.848,9.2,3.919,7.11,3.662,10.38,4.045,4.2,3.236,1.98,1.74
3.26,2.862,9.51,3.966,7.32,3.684,10.73,4.072,4.47,3.283,2.2,1.751
3.37,2.879,9.66,3.995,7.46,3.702,10.87,4.09,4.61,3.327,2.23,1.773
3.4,2.892,9.96,4.013,7.66,3.724,11.19,4.125,4.69,3.336,2.27,1.808
3.44,2.903,10.11,4.042,7.73,3.749,11.37,4.156,4.76,3.338,2.34,1.85
3.49,2.912,10.41,4.056,7.94,3.771,11.59,4.188,4.87,3.346,2.31,1.876
3.48,2.922,10.55,4.073,8.04,3.795,12.05,4.227,4.89,3.352,2.31,1.907
3.55,2.933,10.72,4.084,8.24,3.822,12.27,4.265,4.99,3.358,2.39,1.943
3.58,2.937,10.89,4.104,8.39,3.85,12.73,4.302,4.99,3.371,2.42,1.959
3.64,2.941,11.07,4.134,8.65,3.886,12.92,4.32,5.12,3.387,2.5,1.973
3.66,2.942,11.46,4.161,8.83,3.925,13.31,4.334,5.19,3.416,2.53,1.993
3.72,2.955,11.62,4.181,9.29,3.979,13.44,4.357,5.29,3.448,2.59,2.014
3.72,2.969,11.98,4.203,9.56,4.043,13.68,4.367,5.41,3.482,2.59,2.061
3.8,2.975,12.17,4.224,9.8,4.076,13.84,4.39,5.57,3.525,2.61,2.106
3.81,2.986,12.5,4.244,10.22,4.095,14.27,4.423,5.69,3.57,2.63,2.152
3.89,3.003,12.7,4.284,10.39,4.12,14.54,4.463,5.92,3.6,2.69,2.183
3.95,3.021,13.31,4.326,10.68,4.145,15.02,4.492,6.07,3.618,2.67,2.196
4.03,3.066,13.57,4.367,10.83,4.178,15.23,4.514,6.18,3.638,2.64,2.201
4.16,3.127,14.21,4.403,11.22,4.211,15.5,4.551,6.39,3.663,2.61,2.212
4.36,3.157,14.51,4.434,11.39,4.227,16.25,4.602,6.46,3.684,2.69,2.223
4.5,3.187,14.98,4.466,11.71,4.255,16.66,4.64,6.76,3.718,2.66,2.238
4.6,3.237,15.28,4.486,11.93,4.29,17.4,4.675,6.92,3.756,2.66,2.268
4.76,3.27,15.51,4.505,12.32,4.317,17.69,4.711,7.25,3.787,2.69,2.282
4.82,3.28,16.04,4.536,12.47,4.342,18.4,4.747,7.4,3.819,2.71,2.311
4.97,3.291,16.43,4.591,12.66,4.362,18.68,4.769,7.87,3.867,2.74,2.329
5.04,3.307,17.32,4.639,13.02,4.39,19.27,4.796,8.13,3.933,2.7,2.347
5.1,3.319,17.82,4.697,13.18,4.409,19.52,4.814,8.56,3.977,2.84,2.361
5.14,3.34,18.64,4.728,13.49,4.433,19.74,4.836,8.68,4.001,2.83,2.384
5.3,3.366,18.97,4.738,13.72,4.466,20.43,4.873,9.02,4.017,2.89,2.413
5.37,3.405,19.42,4.755,14.1,4.496,20.77,4.898,9.16,4.032,2.93,2.438
5.69,3.464,19.69,4.774,14.31,4.514,21.35,4.915,9.31,4.057,2.94,2.463
5.79,3.5,19.92,4.794,14.68,4.536,21.64,4.939,9.63,4.1,2.98,2.48
5.92,3.515,20.54,4.83,14.94,4.566,22.19,4.954,9.8,4.123,3.03,2.501
5.95,3.522,20.98,4.88,15.54,4.607,22.51,4.981,10.2,4.161,3.04,2.518
6.08,3.526,21.97,4.913,15.93,4.654,23.35,5.023,10.4,4.2,3.13,2.535
6.08,3.534,22.37,4.945,16.82,4.708,23.89,5.078,10.92,4.244,3.13,2.557
6.19,3.552,23.17,4.972,17.3,4.767,24.4,5.099,11.17,4.274,3.1,2.586
6.26,3.567,23.71,5.017,17.74,4.796,24.99,5.104,11.49,4.296,3.18,2.6
6.37,3.607,25.03,5.077,18.42,4.818,25.2,5.111,11.61,4.307,3.2,2.617
6.63,3.655,25.64,5.119,18.72,4.843,25.53,5.115,11.82,4.324,3.31,2.639
6.81,3.706,26.29,5.154,19.4,4.884,25.67,5.118,11.96,4.345,3.34,2.673
7.14,3.734,27.71,5.202,19.83,4.91,25.77,5.124,12.25,4.362,3.45,2.706
7.24,3.746,28.47,5.268,20.53,4.94,25.9,5.127,12.44,4.395,3.43,2.733
7.42,3.746,30.24,5.319,20.92,4.97,26.12,5.132,12.74,4.433,3.51,2.78
7.47,3.751,31.1,5.364,21.68,5.001,26.3,5.148,13.27,4.463,3.59,2.816
7.58,3.76,32.66,5.407,22.21,5.044,26.53,5.177,13.51,4.483,3.61,2.829
7.65,3.775,33.37,5.444,22.85,5.096,27.15,5.202,13.88,4.497,3.67,2.834
7.86,3.795,34.69,5.476,23.85,5.121,27.47,5.218,14.09,4.518,3.67,2.845
7.95,3.823,35.21,5.493,24.2,5.144,27.9,5.231,14.49,4.532,3.74,2.862
8.07,3.836,35.65,5.51,25.14,5.174,28.15,5.24,14.67,4.552,3.81,2.871
8.16,3.85,36.63,5.539,25.59,5.209,28.67,5.265,15.1,4.569,3.84,2.886
8.23,3.861,37.23,5.572,26.84,5.261,29.07,5.289,15.31,4.587,3.9,2.898
8.32,3.875,38.62,5.609,27.62,5.323,29.32,5.306,15.67,4.604,3.93,2.914
8.41,3.897,39.29,5.641,28.91,5.356,29.95,5.322,15.81,4.615,4.01,2.923
8.6,3.924,40.53,5.669,29.53,5.382,30.22,5.334,15.95,4.621,4.06,2.926
8.76,3.954,41.18,5.694,29.99,5.4,30.91,5.356,16.44,4.64,4.11,2.936
9.03,3.998,42.15,5.708,31.08,5.438,31.23,5.377,16.74,4.689,4.1,2.941
9.21,4.034,42.68,5.73,31.66,5.473,31.98,5.402,17.41,4.72,4.12,2.947
9.54,4.048,43.33,5.763,32.85,5.499,32.51,5.443,17.77,4.76,4.14,2.953
9.7,4.067,44.81,5.798,33.4,5.528,33.57,5.468,18.7,4.803,4.18,2.972
9.89,4.086,45.58,5.831,34.59,5.556,33.93,5.474,19.1,4.832,4.21,2.985
9.95,4.092,47.36,5.881,35.12,5.581,34.25,5.488,19.78,4.862,4.23,2.996
10.14,4.101,48.32,5.919,35.69,5.609,35.12,5.523,20.09,4.882,4.22,2.999
10.24,4.119,50.34,5.958,36.9,5.647,35.73,5.554,20.64,4.899,4.26,3.007
10.31,4.136,51.27,5.997,37.52,5.675,37.33,5.614,20.85,4.909,4.25,3.014
10.54,4.159,52.93,6.022,38.69,5.702,38.3,5.661,21,4.91,4.22,3.021
10.69,4.183,53.6,6.04,39.35,5.724,40.02,5.697,21.21,4.921,4.31,3.036
10.93,4.205,54.86,6.057,40.52,5.754,40.78,5.727,21.38,4.946,4.34,3.061
11.02,4.222,55.42,6.077,41.32,5.799,41.94,5.746,22.07,4.99,4.38,3.109
11.27,4.238,55.98,6.092,42.94,5.831,42.61,5.777,22.6,5.036,4.43,3.14
11.37,4.251,57.21,6.115,43.84,5.867,43.26,5.807,23.49,5.06,4.5,3.146
11.65,4.265,57.86,6.147,45.37,5.895,44.91,5.848,23.81,5.075,4.56,3.157
11.98,4.317,59.73,6.189,46.09,5.922,45.83,5.895,24.43,5.085,4.62,3.171
12.38,4.335,60.97,6.247,46.75,5.95,47.52,5.925,24.7,5.094,4.7,3.179
12.53,4.343,63.46,6.296,48.43,5.991,48.38,5.964,24.93,5.113,4.77,3.186
12.77,4.357,64.53,6.329,49.23,6.022,50.42,6.007,25.52,5.135,4.85,3.214
12.92,4.378,66.57,6.363,50.73,6.049,51.33,6.032,25.9,5.165,4.95,3.248
13.04,4.4,67.45,6.393,51.59,6.085,52.54,6.041,26.99,5.215,4.99,3.277
13.46,4.433,68.46,6.428,53.01,6.106,53.04,6.057,27.71,5.265,5.07,3.28
13.74,4.472,70.54,6.465,53.7,6.125,54.21,6.081,29,5.298,5.09,3.283
14.35,4.514,71.65,6.513,55.36,6.167,54.85,6.107,29.49,5.309,5.16,3.289
14.71,4.546,73.88,6.558,56.44,6.214,55.57,6.14,29.89,5.319,5.22,3.303
15.11,4.562,74.86,6.588,59.05,6.269,57.11,6.173,30.75,5.339,5.29,3.313
15.31,4.579,75.75,6.621,60.06,6.293,57.92,6.211,31.27,5.367,5.28,3.335
15.78,4.601,77.39,6.648,60.95,6.315,59.81,6.252,32.16,5.389,5.31,3.366
16,4.621,78,6.677,62.23,6.33,60.82,6.288,32.62,5.415,5.35,3.404
16.41,4.642,79.82,6.723,62.84,6.343,62.53,6.31,33.54,5.438,5.5,3.416
16.73,4.683,80.49,6.75,63.64,6.359,63.21,6.332,33.82,5.448,5.51,3.426
17.11,4.739,81.89,6.778,64.2,6.381,64.71,6.36,34.3,5.462,5.57,3.429
17.86,4.764,82.7,6.813,65.35,6.401,65.29,6.374,34.6,5.471,5.59,3.429
18.17,4.783,83.56,6.847,65.91,6.421,65.91,6.392,34.97,5.496,5.58,3.434
18.67,4.796,84.91,6.872,66.5,6.447,66.98,6.415,36.03,5.523,5.64,3.449
18.87,4.807,85.61,6.908,68.24,6.489,67.7,6.445,36.65,5.562,5.69,3.464
19.27,4.819,86.69,6.941,69.21,6.536,69.26,6.478,38.11,5.598,5.67,3.478
19.47,4.836,86.93,6.971,71.32,6.574,70.11,6.511,38.83,5.631,5.76,3.492
19.87,4.857,87.32,7.012,72.38,6.607,70.95,6.549,40.19,5.663,5.83,3.506
20.06,4.873,88.51,7.031,73.26,6.643,72.63,6.575,40.68,5.677,5.99,3.525
20.36,4.906,89.23,7.072,75.16,6.684,73.45,6.611,41.46,5.691,6.04,3.544
21.13,4.948,90.74,7.114,75.98,6.72,75.06,6.641,41.86,5.705,6.11,3.561
