Relative Intensity (%) Run #1,Angle (rad) Run #1,Relative Intensity (%) Run #2,Angle (rad) Run #2,Relative Intensity (%) Run #3,Angle (rad) Run #3,Relative Intensity (%) Run #4,Angle (rad) Run #4,Relative Intensity (%) Run #5,Angle (rad) Run #5,Relative Intensity (%) Run #6,Angle (rad) Run #6
-4.28,0.536,-2.14,1.602,-1.31,0.036,-0.22,1.301,0.73,3.289,2.02,2.909
-4.32,0.536,-2.03,1.624,-1.41,0.022,-0.2,1.312,0.76,3.318,2.07,2.925
-4.25,0.536,-2.01,1.635,-1.35,0.028,-0.21,1.316,0.76,3.357,2.1,2.944
-4.2,0.539,-2.02,1.646,-1.26,0.036,-0.28,1.319,0.77,3.391,2.1,2.978
-4.19,0.54,-2.01,1.67,-1.31,0.046,-0.31,1.323,0.79,3.431,2.15,3.019
-4.22,0.54,-1.98,1.693,-1.18,0.055,-0.32,1.33,0.79,3.471,2.16,3.072
-4.23,0.543,-2.02,1.711,-1.24,0.068,-0.32,1.351,0.86,3.492,2.14,3.132
-4.29,0.548,-1.99,1.722,-1.18,0.143,-0.35,1.378,0.93,3.506,2.11,3.2
-4.29,0.558,-1.99,1.734,-1.18,0.232,-0.36,1.401,0.85,3.53,2.12,3.217
-4.32,0.569,-2,1.747,-1.18,0.297,-0.31,1.429,0.87,3.553,2.15,3.228
-4.36,0.592,-1.99,1.762,-1.12,0.35,-0.43,1.473,0.89,3.603,2.1,3.239
-4.34,0.609,-2.08,1.78,-1.21,0.383,-0.31,1.517,0.89,3.66,2.07,3.247
-4.33,0.63,-2.04,1.799,-1.2,0.418,-0.3,1.555,0.97,3.717,2.15,3.253
-4.31,0.649,-2.05,1.814,-1.23,0.478,-0.33,1.576,0.98,3.751,2.17,3.263
-4.33,0.669,-1.99,1.828,-1.21,0.542,-0.29,1.599,1.06,3.768,2.21,3.281
-4.33,0.71,-1.93,1.835,-1.22,0.613,-0.3,1.61,1.07,3.79,2.21,3.302
-4.28,0.735,-1.97,1.841,-1.23,0.675,-0.3,1.618,1.12,3.817,2.1,3.335
-4.23,0.763,-1.94,1.847,-1.22,0.701,-0.25,1.63,1.13,3.855,2.14,3.371
-4.23,0.785,-1.89,1.854,-1.14,0.729,-0.26,1.646,1.16,3.916,2.12,3.396
-4.21,0.795,-1.92,1.86,-1.14,0.754,-0.3,1.659,1.16,3.962,2.19,3.409
-4.25,0.806,-1.88,1.868,-1.13,0.782,-0.32,1.676,1.21,4.015,2.15,3.42
-4.29,0.826,-1.98,1.877,-1.07,0.814,-0.34,1.685,1.22,4.053,2.11,3.431
-4.38,0.84,-2.01,1.899,-1.06,0.837,-0.35,1.7,1.23,4.092,2.15,3.445
-4.37,0.851,-2.01,1.945,-1.12,0.853,-0.4,1.725,1.3,4.147,2.15,3.453
-4.33,0.862,-1.92,1.985,-1.12,0.884,-0.42,1.748,1.34,4.192,2.17,3.464
-4.34,0.873,-1.97,2.028,-1.14,0.908,-0.34,1.788,1.43,4.243,2.16,3.479
-4.31,0.881,-1.93,2.07,-1.13,0.919,-0.3,1.817,1.48,4.29,2.18,3.497
-4.31,0.886,-1.97,2.105,-1.08,0.936,-0.39,1.824,1.51,4.34,2.15,3.522
-4.25,0.891,-1.98,2.128,-1.06,0.963,-0.33,1.838,1.56,4.389,2.22,3.555
-4.27,0.894,-1.96,2.157,-1,0.991,-0.37,1.849,1.55,4.433,2.26,3.577
-4.28,0.894,-2,2.183,-1.04,1.032,-0.32,1.874,1.65,4.466,2.3,3.591
-4.34,0.897,-1.93,2.196,-1.03,1.059,-0.38,1.916,1.7,4.494,2.25,3.602
-4.35,0.9,-1.84,2.202,-1,1.079,-0.37,1.971,1.86,4.516,2.24,3.618
-4.39,0.9,-1.85,2.216,-1.05,1.087,-0.38,2.037,1.83,4.541,2.29,3.633
-4.36,0.903,-1.9,2.231,-0.99,1.096,-0.47,2.075,1.96,4.591,2.29,3.651
-4.37,0.905,-1.86,2.249,-1,1.104,-0.48,2.114,2.01,4.662,2.37,3.666
-4.39,0.906,-1.89,2.271,-1.04,1.115,-0.46,2.141,2.13,4.708,2.49,3.687
-4.42,0.908,-1.89,2.301,-1,1.137,-0.43,2.165,2.21,4.734,2.52,3.718
-4.31,0.913,-1.92,2.339,-1.02,1.162,-0.48,2.188,2.07,4.752,2.51,3.767
-4.36,0.92,-1.93,2.369,-1.03,1.17,-0.5,2.213,2.1,4.775,2.58,3.831
-4.27,0.927,-1.94,2.386,-1.03,1.178,-0.55,2.24,2.4,4.796,2.64,3.907
-4.29,0.933,-1.9,2.406,-0.96,1.194,-0.53,2.251,2.47,4.819,2.62,3.976
-4.3,0.936,-1.89,2.428,-0.94,1.203,-0.5,2.26,2.52,4.862,2.63,3.991
-4.27,0.942,-1.85,2.45,-0.91,1.224,-0.51,2.268,2.61,4.92,2.6,3.998
-4.2,0.946,-1.87,2.463,-0.93,1.253,-0.49,2.279,2.82,4.997,2.62,4.006
-4.26,0.949,-1.9,2.466,-0.86,1.277,-0.58,2.295,2.93,5.028,2.68,4.028
-4.37,0.958,-1.89,2.474,-0.84,1.312,-0.48,2.325,3.1,5.075,2.7,4.054
-4.4,0.963,-1.87,2.482,-0.84,1.354,-0.5,2.353,3.21,5.119,2.7,4.097
-4.37,0.971,-1.92,2.494,-0.81,1.398,-0.38,2.384,3.37,5.182,2.69,4.131
-4.35,0.974,-1.84,2.51,-0.84,1.448,-0.38,2.419,3.63,5.229,2.78,4.153
-4.36,0.98,-1.83,2.524,-0.95,1.492,-0.29,2.447,3.77,5.289,2.77,4.163
-4.32,0.988,-1.81,2.538,-1.01,1.519,-0.31,2.469,4.23,5.374,2.78,4.174
-4.31,1.002,-1.83,2.551,-0.93,1.538,-0.46,2.483,4.45,5.46,2.81,4.189
-4.33,1.016,-1.8,2.56,-1,1.554,-0.51,2.499,4.89,5.51,2.84,4.224
-4.3,1.021,-1.84,2.573,-0.95,1.569,-0.58,2.524,5.09,5.55,2.88,4.263
-4.3,1.027,-1.87,2.598,-0.96,1.58,-0.61,2.581,5.33,5.576,2.89,4.295
-4.33,1.037,-1.88,2.63,-0.95,1.593,-0.64,2.652,5.5,5.594,2.92,4.315
-4.29,1.041,-1.8,2.663,-0.98,1.604,-0.59,2.705,5.79,5.628,2.92,4.324
-4.29,1.046,-1.79,2.699,-1,1.615,-0.52,2.722,5.93,5.664,2.91,4.348
-4.34,1.056,-1.8,2.728,-0.95,1.626,-0.29,2.73,6.29,5.719,2.9,4.389
-4.26,1.068,-1.9,2.765,-0.89,1.641,-0.22,2.741,6.56,5.787,3,4.441
-4.21,1.081,-1.92,2.793,-0.93,1.652,-0.25,2.758,7.17,5.839,3.04,4.5
-4.38,1.093,-1.82,2.816,-0.98,1.662,-0.25,2.787,7.41,5.872,3.12,4.544
-4.28,1.103,-1.84,2.832,-1.04,1.673,-0.28,2.809,7.67,5.912,3.24,4.599
-4.25,1.111,-1.83,2.846,-1,1.684,-0.24,2.826,8.05,5.942,3.36,4.635
-4.24,1.118,-1.84,2.856,-0.89,1.701,-0.27,2.84,8.3,5.961,3.38,4.646
-4.27,1.126,-1.82,2.878,-0.86,1.72,-0.27,2.864,8.6,5.982,3.41,4.659
-4.23,1.136,-1.84,2.898,-0.87,1.739,-0.24,2.879,8.74,6.007,3.44,4.675
-4.23,1.148,-1.81,2.914,-0.88,1.761,-0.22,2.9,9.19,6.044,3.47,4.719
-4.28,1.162,-1.83,2.931,-0.94,1.795,-0.21,2.926,9.42,6.087,3.49,4.778
-4.29,1.18,-1.87,2.948,-0.95,1.822,-0.15,2.989,10.02,6.132,3.76,4.832
-4.29,1.191,-1.93,2.966,-0.84,1.852,-0.12,3.055,10.3,6.167,3.82,4.871
-4.29,1.203,-1.93,2.989,-0.82,1.882,-0.13,3.14,10.6,6.192,4.02,4.904
-4.26,1.216,-1.9,3.019,-0.83,1.901,-0.13,3.19,10.84,6.208,4.1,4.942
