Relative Intensity (%) Run #2,Angle (rad) Run #2,Relative Intensity (%) Run #3,Angle (rad) Run #3,Relative Intensity (%) Run #5,Angle (rad) Run #5,Relative Intensity (%) Run #7,Angle (rad) Run #7,Relative Intensity (%) Run #9,Angle (rad) Run #9
1.47,11.404,2.55,10.52,17.95,8.925,30.17,6.657,35.88,7.373
1.45,11.45,2.44,10.57,17.48,8.96,30.64,6.69,36.24,7.424
1.44,11.511,2.36,10.593,16.73,8.998,31.01,6.721,37.01,7.463
1.43,11.585,2.23,10.614,16.26,9.045,31.8,6.736,37.26,7.494
1.47,11.638,2.17,10.639,15.23,9.098,31.99,6.747,37.49,7.537
1.48,11.684,2.08,10.655,14.82,9.134,32.37,6.754,37.63,7.587
1.46,11.721,2.09,10.667,13.7,9.195,32.66,6.767,37.66,7.617
1.5,11.764,2.07,10.694,13.18,9.257,33.15,6.794,37.73,7.633
1.43,11.798,2.04,10.724,12.47,9.287,33.47,6.825,37.78,7.654
1.39,11.811,2.04,10.752,12.22,9.315,34.1,6.86,37.88,7.689
1.38,11.839,2.02,10.771,12.03,9.332,34.55,6.91,37.95,7.711
1.32,11.871,1.98,10.795,11.88,9.342,34.92,6.94,38.19,7.733
1.37,11.927,1.98,10.815,11.48,9.368,35.6,6.965,38.21,7.777
1.38,11.985,1.93,10.848,11.14,9.417,35.94,6.99,38.25,7.808
1.36,12.059,1.92,10.879,10.59,9.499,36.38,7.012,38.19,7.852
1.41,12.125,1.95,10.93,9.67,9.56,36.62,7.029,38.06,7.878
1.38,12.175,1.97,10.958,9.33,9.609,36.97,7.037,37.79,7.895
1.41,12.219,1.87,10.977,8.65,9.649,37.16,7.05,37.73,7.914
1.42,12.263,1.88,11.002,8.38,9.684,37.46,7.07,37.55,7.939
1.44,12.296,1.84,11.021,7.8,9.734,37.57,7.086,37.43,7.969
1.42,12.317,1.84,11.063,7.52,9.786,37.66,7.098,37.08,8.003
1.49,12.342,1.82,11.084,7.12,9.824,38.06,7.12,36.74,8.03
1.49,12.364,1.88,11.102,6.9,9.852,38.21,7.138,36.55,8.09
1.53,12.403,1.85,11.123,6.58,9.869,38.63,7.155,36.05,8.165
1.57,12.466,1.9,11.157,6.52,9.88,38.7,7.18,35.68,8.201
1.54,12.515,1.91,11.201,6.32,9.89,38.83,7.196,35.02,8.222
1.47,12.538,1.89,11.244,6.24,9.905,38.98,7.213,34.77,8.237
1.51,12.566,1.92,11.267,6.12,9.926,39.26,7.227,34.33,8.245
1.47,12.566,1.96,11.297,5.83,9.956,39.36,7.241,34.13,8.253
1.49,12.557,1.98,11.329,5.64,9.997,39.55,7.257,33.87,8.262
1.52,12.557,2,11.346,5.27,10.028,39.71,7.271,33.73,8.277
1.5,12.563,2.04,11.38,5.03,10.119,39.82,7.289,33.54,8.295
1.47,12.563,2.03,11.413,4.66,10.168,39.96,7.31,32.86,8.332
,,2.09,11.462,4.57,10.209,39.99,7.323,32.47,8.364
,,2.15,11.533,4.34,10.253,40.13,7.34,31.72,8.399
,,2.17,11.577,4.17,10.326,40.24,7.364,31.26,8.435
,,2.12,11.603,3.87,10.377,40.44,7.386,30.43,8.463
,,2.11,11.614,3.84,10.396,40.55,7.406,30.02,8.482
,,2.11,11.629,3.8,10.419,40.53,7.427,29.46,8.496
,,2.06,11.652,3.76,10.455,40.61,7.447,29.19,8.512
,,2.05,11.666,3.66,10.502,40.61,7.464,28.93,8.525
,,2.04,11.688,3.59,10.578,40.68,7.483,28.5,8.539
,,2.02,11.713,3.53,10.626,40.58,7.499,28.26,8.558
,,2.06,11.724,3.5,10.642,40.72,7.543,27.79,8.573
,,2.07,11.735,3.48,10.667,40.7,7.576,27.64,8.584
,,2.04,11.762,3.47,10.718,40.74,7.612,27.13,8.617
,,2.1,11.819,3.4,10.766,40.57,7.637,26.71,8.655
,,2.15,11.836,3.35,10.791,40.6,7.645,26.34,8.679
,,2.15,11.849,3.38,10.821,40.55,7.651,25.66,8.701
,,2.11,11.858,3.37,10.835,40.54,7.658,25.33,8.718
,,2.11,11.864,3.36,10.854,40.48,7.664,24.8,8.73
,,2.11,11.871,3.36,10.901,40.49,7.672,24.58,8.746
,,2.11,11.88,3.38,10.969,40.44,7.681,24.2,8.767
,,2.05,11.897,3.38,11.022,40.43,7.689,23.97,8.782
,,2.05,11.935,3.37,11.084,40.36,7.702,23.52,8.8
,,2.04,12.002,3.38,11.134,40.24,7.719,23.21,8.823
,,2.08,12.081,3.41,11.157,40.19,7.727,22.89,8.864
,,2.11,12.109,3.33,11.187,40.22,7.733,21.95,8.917
,,2.09,12.119,3.34,11.204,40.13,7.747,21.44,8.969
,,2.11,12.136,3.32,11.23,40.07,7.76,20.28,9.015
,,2.12,12.167,3.29,11.294,39.96,7.777,19.8,9.053
,,2.1,12.194,3.31,11.333,39.76,7.793,19.04,9.071
,,2.02,12.221,3.27,11.373,39.59,7.81,18.73,9.087
,,2.03,12.248,3.28,11.398,39.49,7.826,18.22,9.109
,,2.06,12.274,3.27,11.413,39.45,7.837,17.98,9.133
,,2.04,12.302,3.28,11.448,39.49,7.849,17.74,9.153
,,2.06,12.324,3.27,11.501,39.36,7.867,17.13,9.184
,,2.02,12.373,3.29,11.555,39.35,7.879,16.62,9.246
,,,,3.22,11.569,39.08,7.889,15.59,9.298
,,,,3.24,11.602,39.01,7.903,15.18,9.337
,,,,3.29,11.663,38.85,7.918,14.48,9.36
,,,,3.3,11.698,38.64,7.933,14.21,9.379
,,,,3.26,11.746,38.51,7.953,13.82,9.39
,,,,3.26,11.754,38.38,7.975,13.7,9.4
,,,,3.28,11.767,38.18,7.989,13.41,9.409
,,,,3.25,11.805,38.05,7.995,13.27,9.423
,,,,3.25,11.836,37.85,8.003,13.08,9.444
,,,,3.27,11.88,37.68,8.027,12.83,9.466
,,,,3.28,11.883,37.48,8.039,12.59,9.492
,,,,3.33,11.888,37.37,8.047,12.18,9.522
,,,,3.28,11.897,37.24,8.057,11.91,9.552
,,,,3.31,11.927,37.11,8.071,11.59,9.569
,,,,3.27,11.941,36.91,8.08,11.39,9.594
,,,,3.3,11.952,36.83,8.093,11.09,9.623
,,,,3.35,11.988,36.5,8.116,10.9,9.643
,,,,3.28,12.051,36.27,8.143,10.52,9.667
,,,,3.27,12.145,35.74,8.16,10.33,9.698
,,,,3.28,12.215,35.56,8.178,10,9.726
,,,,3.26,12.277,35.27,8.193,9.86,9.75
,,,,3.27,12.317,35.19,8.206,9.67,9.766
,,,,3.25,12.365,35.15,8.217,9.42,9.78
,,,,3.22,12.412,34.72,8.223,9.29,9.805
,,,,3.19,12.488,34.7,8.237,9.03,9.828
,,,,,,34.23,8.244,8.84,9.858
,,,,,,34.06,8.248,8.48,9.894
,,,,,,33.9,8.256,8.36,9.918
,,,,,,33.76,8.258,8.08,9.932
,,,,,,33.73,8.266,7.91,9.956
,,,,,,33.6,8.27,7.8,9.97
,,,,,,33.51,8.273,7.71,9.984
,,,,,,33.61,8.277,7.5,10.003
,,,,,,33.52,8.28,7.34,10.03
,,,,,,33.39,8.283,7.28,10.055
,,,,,,33.29,8.289,7.02,10.096
,,,,,,33.01,8.297,6.86,10.154
,,,,,,32.86,8.308,6.49,10.188
,,,,,,32.66,8.319,6.42,10.209
,,,,,,32.43,8.333,6.2,10.223
,,,,,,32.34,8.341,6.13,10.242
,,,,,,32.01,8.363,5.95,10.27
,,,,,,31.75,8.382,5.89,10.29
,,,,,,31.13,8.413,5.75,10.309
,,,,,,30.77,8.44,5.67,10.334
,,,,,,30.23,8.463,5.62,10.352
,,,,,,29.8,8.485,5.55,10.374
,,,,,,29.47,8.5,5.4,10.399
,,,,,,28.82,8.514,5.35,10.416
,,,,,,28.62,8.539,5.31,10.43
,,,,,,27.9,8.578,5.27,10.44
,,,,,,27.56,8.602,5.25,10.454
,,,,,,26.73,8.632,5.2,10.468
,,,,,,26.19,8.679,5.15,10.48
,,,,,,25.35,8.707,5.11,10.499
,,,,,,24.96,8.724,5.07,10.513
,,,,,,24.6,8.737,5.02,10.526
,,,,,,24,8.756,5.06,10.543
,,,,,,23.65,8.79,5.01,10.567
,,,,,,22.99,8.804,5.01,10.586
,,,,,,22.8,8.815,4.97,10.603
,,,,,,22.4,8.828,5,10.619
,,,,,,22.24,8.839,4.95,10.628
,,,,,,21.83,8.85,4.94,10.639
,,,,,,21.66,8.872,4.99,10.653
,,,,,,21.44,8.886,4.98,10.661
,,,,,,21.04,8.902,4.98,10.672
,,,,,,20.89,8.919,4.94,10.681
,,,,,,20.35,8.944,4.94,10.694
,,,,,,20.07,8.95,4.93,10.71
,,,,,,19.76,8.961,4.95,10.736
,,,,,,19.52,8.977,4.94,10.773
,,,,,,19.35,8.99,4.94,10.802
,,,,,,19.19,9.01,4.93,10.818
,,,,,,19,9.02,4.92,10.828
,,,,,,18.7,9.029,4.9,10.835
,,,,,,18.53,9.048,4.92,10.845
,,,,,,18.14,9.071,4.86,10.86
,,,,,,17.92,9.096,4.88,10.892
,,,,,,17.47,9.101,4.88,10.919
,,,,,,17.3,9.111,4.94,10.941
,,,,,,17.01,9.118,4.88,10.974
,,,,,,17.03,9.125,4.8,11.005
,,,,,,16.63,9.145,4.78,11.036
,,,,,,16.41,9.166,4.86,11.06
,,,,,,16.24,9.188,4.89,11.085
,,,,,,15.88,9.213,4.86,11.113
,,,,,,15.6,9.243,4.84,11.139
,,,,,,15.12,9.268,4.89,11.154
,,,,,,14.94,9.276,4.86,11.175
,,,,,,14.62,9.285,4.87,11.19
,,,,,,14.47,9.298,4.88,11.217
,,,,,,14.01,9.329,4.88,11.253
,,,,,,13.57,9.362,4.9,11.291
,,,,,,12.92,9.409,4.88,11.316
,,,,,,12.64,9.428,4.86,11.338
,,,,,,12.45,9.436,4.84,11.357
,,,,,,12.22,9.436,4.88,11.377
,,,,,,12.09,9.442,4.85,11.418
,,,,,,11.95,9.445,4.9,11.475
,,,,,,11.86,9.456,4.88,11.519
,,,,,,11.63,9.486,4.83,11.566
,,,,,,11.29,9.543,4.87,11.585
,,,,,,10.55,9.599,4.81,11.63
,,,,,,10.23,9.634,4.75,11.682
,,,,,,9.84,9.648,4.74,11.728
,,,,,,9.64,9.676,4.76,11.739
,,,,,,9.25,9.697,4.72,11.735
,,,,,,9.17,9.704,4.71,11.734
,,,,,,9.05,9.708,4.72,11.737
,,,,,,8.97,9.712,4.73,11.737
,,,,,,8.94,9.717,4.75,11.742
,,,,,,8.85,9.73,4.78,11.743
,,,,,,8.76,9.742,4.76,11.745
,,,,,,8.6,9.753,4.7,11.745
,,,,,,8.48,9.772,4.71,11.743
,,,,,,8.33,9.783,4.71,11.742
,,,,,,8.2,9.789,4.74,11.742
,,,,,,8.11,9.797,4.73,11.746
,,,,,,8.07,9.8,4.73,11.746
,,,,,,7.93,9.813,4.76,11.746
,,,,,,7.86,9.833,4.76,11.746
,,,,,,7.77,9.846,,
,,,,,,7.55,9.863,,
,,,,,,7.5,9.879,,
,,,,,,7.35,9.89,,
,,,,,,7.21,9.926,,
,,,,,,6.91,9.943,,
,,,,,,6.77,9.965,,
,,,,,,6.54,9.997,,
,,,,,,6.41,10.025,,
,,,,,,6.22,10.037,,
,,,,,,6.17,10.048,,
,,,,,,6.03,10.064,,
,,,,,,5.94,10.092,,
,,,,,,5.72,10.138,,
,,,,,,5.64,10.174,,
,,,,,,5.5,10.194,,
,,,,,,5.34,10.21,,
,,,,,,5.27,10.218,,
,,,,,,5.23,10.223,,
,,,,,,5.22,10.231,,
,,,,,,5.14,10.24,,
,,,,,,5.11,10.254,,
,,,,,,5.04,10.27,,
,,,,,,5.03,10.289,,
,,,,,,4.9,10.312,,
,,,,,,4.75,10.342,,
,,,,,,4.66,10.374,,
,,,,,,4.55,10.396,,
,,,,,,4.47,10.411,,
,,,,,,4.38,10.427,,
,,,,,,4.37,10.444,,
,,,,,,4.32,10.466,,
,,,,,,4.25,10.485,,
,,,,,,4.25,10.502,,
,,,,,,4.23,10.524,,
,,,,,,4.13,10.548,,
,,,,,,4.13,10.568,,
,,,,,,4.05,10.578,,
,,,,,,4.06,10.59,,
,,,,,,4.04,10.608,,
,,,,,,4.02,10.628,,
,,,,,,3.96,10.645,,
,,,,,,3.98,10.661,,
,,,,,,3.95,10.675,,
,,,,,,3.92,10.691,,
,,,,,,3.89,10.718,,
,,,,,,3.89,10.74,,
,,,,,,3.87,10.766,,
,,,,,,3.86,10.79,,
,,,,,,3.86,10.81,,
,,,,,,3.83,10.831,,
,,,,,,3.86,10.853,,
,,,,,,3.83,10.873,,
,,,,,,3.82,10.903,,
,,,,,,3.85,10.93,,
,,,,,,3.81,10.966,,
,,,,,,3.75,11.013,,
,,,,,,3.78,11.035,,
,,,,,,3.75,11.055,,
,,,,,,3.73,11.065,,
,,,,,,3.75,11.077,,
,,,,,,3.81,11.095,,
,,,,,,3.74,11.121,,
,,,,,,3.78,11.151,,
,,,,,,3.8,11.176,,
,,,,,,3.84,11.178,,
,,,,,,3.8,11.183,,
,,,,,,3.74,11.187,,
,,,,,,3.74,11.195,,
,,,,,,3.78,11.206,,
,,,,,,3.75,11.225,,
,,,,,,3.69,11.245,,
,,,,,,3.71,11.261,,
,,,,,,3.75,11.278,,
,,,,,,3.75,11.292,,
,,,,,,3.73,11.31,,
,,,,,,3.77,11.34,,
,,,,,,3.71,11.373,,
,,,,,,3.72,11.388,,
,,,,,,3.67,11.401,,
,,,,,,3.68,11.409,,
,,,,,,3.67,11.432,,
,,,,,,3.69,11.459,,
,,,,,,3.73,11.473,,
,,,,,,3.74,11.486,,
,,,,,,3.73,11.501,,
,,,,,,3.73,11.517,,
,,,,,,3.73,11.555,,
,,,,,,3.76,11.569,,
,,,,,,3.78,11.577,,
,,,,,,3.75,11.581,,
,,,,,,3.75,11.589,,
,,,,,,3.7,11.599,,
,,,,,,3.72,11.61,,
,,,,,,3.71,11.622,,
,,,,,,3.67,11.633,,
,,,,,,3.67,11.644,,
,,,,,,3.72,11.657,,
,,,,,,3.69,11.674,,
,,,,,,3.71,11.679,,
,,,,,,3.7,11.684,,
,,,,,,3.67,11.691,,
,,,,,,3.65,11.699,,
,,,,,,3.63,11.707,,
,,,,,,3.64,11.717,,
,,,,,,3.62,11.731,,
,,,,,,3.64,11.742,,
,,,,,,3.58,11.748,,
,,,,,,3.58,11.757,,
,,,,,,3.59,11.77,,
,,,,,,3.6,11.781,,
,,,,,,3.58,11.789,,
,,,,,,3.57,11.794,,
,,,,,,3.56,11.801,,
,,,,,,3.57,11.812,,
,,,,,,3.58,11.825,,
,,,,,,3.57,11.836,,
,,,,,,3.55,11.849,,
,,,,,,3.56,11.864,,
,,,,,,3.62,11.883,,
,,,,,,3.58,11.9,,
,,,,,,3.6,11.913,,
,,,,,,3.57,11.916,,
,,,,,,3.56,11.918,,
,,,,,,3.53,11.921,,
,,,,,,3.5,11.922,,
,,,,,,3.56,11.93,,
,,,,,,3.52,11.933,,
,,,,,,3.54,11.94,,
,,,,,,3.57,11.946,,
,,,,,,3.6,11.958,,
,,,,,,3.52,11.968,,
,,,,,,3.51,11.98,,
,,,,,,3.42,11.993,,
,,,,,,3.49,12.004,,
,,,,,,3.51,12.018,,
,,,,,,3.5,12.039,,
,,,,,,3.51,12.057,,
,,,,,,3.51,12.079,,
,,,,,,3.51,12.13,,
,,,,,,3.46,12.163,,
,,,,,,3.43,12.186,,
,,,,,,3.45,12.2,,
,,,,,,3.5,12.219,,
,,,,,,3.49,12.224,,
,,,,,,3.49,12.23,,
,,,,,,3.46,12.237,,
,,,,,,3.46,12.246,,
,,,,,,3.46,12.255,,
,,,,,,3.45,12.263,,
,,,,,,3.49,12.274,,
,,,,,,3.47,12.287,,
,,,,,,3.43,12.306,,
,,,,,,3.44,12.321,,
,,,,,,3.47,12.339,,
,,,,,,3.47,12.35,,
,,,,,,3.48,12.357,,
,,,,,,3.5,12.375,,
