Relative Intensity (%) Run #1,Angle (rad) Run #1,Relative Intensity (%) Run #2,Angle (rad) Run #2,Relative Intensity (%) Run #3,Angle (rad) Run #3,Relative Intensity (%) Run #4,Angle (rad) Run #4,Relative Intensity (%) Run #5,Angle (rad) Run #5,Relative Intensity (%) Run #6,Angle (rad) Run #6
2.3,0.002,,,-0.91,-0.005,-1.12,-0.002,-1.1,0,-1.91,0.011
2.33,0.002,,,-0.95,-0.003,-1.18,-0.002,-1.16,0,-1.92,0.014
2.3,0.002,,,-0.97,4.34E-19,-1.21,0.009,-1.11,0.002,-1.92,0.014
2.29,0.002,,,-0.97,-0.002,-1.2,0.008,-1.15,0.013,-1.89,0.016
2.26,0.002,,,-0.98,0.003,-1.23,0.008,-1.17,0.016,-1.9,0.016
2.31,0.002,,,-0.93,0.002,-1.15,0.013,-1.15,0.016,-1.95,0.013
2.32,0.002,,,-0.95,0.008,-1.15,0.013,-1.16,0.017,-1.93,0.013
2.26,0.002,,,-0.91,0.008,-1.24,0.013,-1.2,0.017,-1.91,0.006
2.24,0.003,,,-0.88,0.009,-1.22,0.013,-1.26,0.017,-1.92,0.003
2.28,0.002,,,-0.87,0.016,-1.28,0.022,-1.22,0.019,-1.94,0.002
2.29,0.002,,,-0.85,0.019,-1.25,0.024,-1.2,0.024,-1.98,0.006
2.3,0.003,,,-0.89,0.024,-1.19,0.035,-1.2,0.025,-2.01,0.008
2.27,0.003,,,-0.91,0.025,-1.21,0.042,-1.26,0.011,-1.99,0.016
2.28,0.003,,,-0.94,0.025,-1.18,0.047,-1.21,0.013,-1.95,-0.009
2.24,-0.002,,,-0.92,0.031,-1.23,0.061,-1.16,0.016,-1.97,-0.011
2.26,-0.002,,,-0.92,0.035,-1.24,0.094,-1.19,0.017,-1.91,-0.013
2.29,-0.003,,,-0.91,0.041,-1.21,0.113,-1.21,0.017,-1.85,-0.011
2.26,-0.006,,,-0.94,0.06,-1.21,0.132,-1.26,0.02,-1.84,-0.028
2.21,-0.008,,,-0.96,0.079,-1.16,0.14,-1.32,0.025,-1.82,-0.027
2.23,-0.005,,,-0.97,0.097,-1.21,0.16,-1.35,0.027,-1.82,-0.025
2.22,-0.005,,,-0.99,0.115,-1.22,0.203,-1.29,0.036,-1.79,-0.024
2.22,8.67E-19,,,-0.94,0.124,-1.25,0.239,-1.3,0.049,-1.8,-0.03
2.21,8.67E-19,,,-0.97,0.135,-1.2,0.256,-1.33,0.058,-1.8,-0.024
2.19,0.005,,,-0.96,0.146,-1.19,0.275,-1.31,0.064,-1.78,-0.022
2.22,0.011,,,-1.07,0.152,-1.2,0.291,-1.37,0.074,-1.73,-0.02
2.16,0.022,,,-1.05,0.157,-1.24,0.314,-1.39,0.082,-1.72,-0.016
2.13,0.027,,,-1.04,0.159,-1.22,0.342,-1.28,0.091,-1.78,-0.016
2.09,0.038,,,-1.07,0.16,-1.21,0.374,-1.27,0.104,-1.87,-0.013
2.04,0.055,,,-1.08,0.17,-1.25,0.41,-1.29,0.123,-1.79,-0.003
2.12,0.075,,,-1.07,0.185,-1.24,0.424,-1.33,0.138,-1.79,0.005
2.1,0.102,,,-1.17,0.196,-1.2,0.434,-1.25,0.156,-1.8,0.028
2.08,0.121,,,-1.18,0.217,-1.18,0.44,-1.24,0.176,-1.81,0.061
2.14,0.148,,,-1.2,0.24,-1.26,0.451,-1.3,0.204,-1.85,0.116
2.03,0.184,,,-1.2,0.256,-1.25,0.463,-1.29,0.234,-1.85,0.171
2.07,0.212,,,-1.25,0.27,-1.21,0.485,-1.31,0.262,-1.72,0.195
2.04,0.239,,,-1.22,0.272,-1.21,0.517,-1.34,0.278,-1.7,0.21
2.06,0.259,,,-1.17,0.291,-1.21,0.564,-1.31,0.297,-1.73,0.22
2.07,0.278,,,-1.17,0.306,-1.19,0.598,-1.23,0.317,-1.72,0.229
2.07,0.297,,,-1.17,0.314,-1.19,0.641,-1.2,0.344,-1.72,0.242
2.04,0.319,,,-1.19,0.355,-1.19,0.679,-1.16,0.369,-1.72,0.267
2.08,0.336,,,-1.22,0.368,-1.18,0.691,-1.16,0.393,-1.81,0.286
2.06,0.36,,,-1.21,0.396,-1.19,0.699,-1.16,0.43,-1.8,0.297
2.05,0.386,,,-1.24,0.41,-1.16,0.715,-1.14,0.46,-1.78,0.306
2.1,0.405,,,-1.29,0.423,-1.19,0.727,-1.2,0.481,-1.79,0.32
2.06,0.426,,,-1.26,0.437,-1.14,0.749,-1.25,0.504,-1.82,0.335
2.04,0.441,,,-1.27,0.454,-1.16,0.774,-1.24,0.543,-1.79,0.346
2.13,0.459,,,-1.27,0.473,-1.12,0.811,-1.23,0.584,-1.8,0.364
2.13,0.474,,,-1.29,0.492,-1.13,0.828,-1.28,0.625,-1.71,0.382
2.11,0.493,,,-1.23,0.509,-1.13,0.84,-1.23,0.683,-1.71,0.402
2.07,0.518,,,-1.2,0.526,-1.18,0.858,-1.31,0.723,-1.72,0.429
2.15,0.564,,,-1.2,0.558,-1.19,0.877,-1.22,0.762,-1.76,0.462
2.12,0.603,,,-1.24,0.595,-1.22,0.9,-1.21,0.807,-1.76,0.487
2.14,0.639,,,-1.3,0.624,-1.12,0.924,-1.19,0.84,-1.8,0.504
2.1,0.669,,,-1.28,0.664,-1.16,0.944,-1.28,0.862,-1.79,0.523
2.09,0.682,,,-1.24,0.69,-1.14,0.968,-1.25,0.884,-1.76,0.543
2.03,0.691,,,-1.27,0.701,-1.13,0.988,-1.27,0.914,-1.82,0.561
2.01,0.71,,,-1.25,0.712,-1.12,1.002,-1.23,0.949,-1.85,0.581
2.03,0.735,,,-1.25,0.73,-1.1,1.016,-1.18,0.985,-1.77,0.608
2.1,0.773,,,-1.31,0.749,-1.11,1.026,-1.15,1.005,-1.81,0.63
2.11,0.807,,,-1.28,0.774,-1.13,1.037,-1.15,1.023,-1.84,0.642
2.1,0.84,,,-1.25,0.803,-1.18,1.059,-1.16,1.051,-1.81,0.652
2.12,0.877,,,-1.23,0.815,-1.14,1.082,-1.2,1.082,-1.73,0.672
2.08,0.902,,,-1.2,0.823,-1.06,1.111,-1.1,1.115,-1.82,0.682
2.07,0.917,,,-1.21,0.839,-1.07,1.151,-1.11,1.159,-1.8,0.688
2.07,0.938,,,-1.09,0.858,-1.01,1.192,-1.13,1.191,-1.87,0.693
2.05,0.952,,,-1.12,0.877,-1.04,1.224,-1.14,1.213,-1.84,0.701
2.08,0.966,,,-1.15,0.889,-1.03,1.26,-1.1,1.228,-1.83,0.71
2.03,0.988,,,-1.17,0.906,-1.02,1.288,-1.16,1.252,-1.74,0.724
2.05,1.001,,,-1.16,0.93,-1.04,1.307,-1.1,1.296,-1.81,0.754
2.07,1.015,,,-1.13,0.944,-1.03,1.318,-1.08,1.332,-1.76,0.793
2.09,1.03,,,-1.09,0.961,-1.07,1.327,-1.09,1.357,-1.78,0.82
2.07,1.052,,,-1.08,0.98,-1.07,1.334,-1.02,1.376,-1.78,0.836
2.07,1.079,,,-1.03,0.99,-1.16,1.346,-1.01,1.395,-1.73,0.848
2.05,1.117,,,-1.01,0.999,-1.12,1.36,-1.07,1.417,-1.77,0.862
2.09,1.164,,,-0.98,1.008,-1.09,1.381,-1.06,1.433,-1.72,0.881
2.04,1.208,,,-0.97,1.035,-1.04,1.395,-1.09,1.453,-1.72,0.9
2,1.253,,,-0.95,1.076,-1.07,1.403,-1.08,1.48,-1.74,0.925
2.06,1.299,,,-0.96,1.126,-1.05,1.414,-1.08,1.495,-1.77,0.949
2.06,1.334,,,-0.97,1.206,-1.07,1.42,-1.05,1.51,-1.79,0.974
2.04,1.352,,,-0.97,1.258,-1.04,1.431,-1.04,1.528,-1.81,0.985
2.03,1.379,,,-0.99,1.301,-1.05,1.447,-1.05,1.552,-1.79,0.996
2.03,1.4,,,-0.98,1.329,-0.98,1.459,-1.02,1.577,-1.68,1.007
2.06,1.418,,,-0.96,1.348,-0.97,1.483,-0.99,1.602,-1.71,1.013
2.07,1.436,,,-0.98,1.36,-1.01,1.5,-0.98,1.632,-1.71,1.027
2.09,1.47,,,-0.99,1.374,-1,1.519,-0.95,1.651,-1.69,1.043
2.15,1.503,,,-1.04,1.39,-1.02,1.541,-1.01,1.663,-1.73,1.052
2.22,1.535,,,-1.02,1.409,-0.99,1.569,-1,1.679,-1.7,1.071
2.21,1.572,,,-1.03,1.434,-1,1.599,-1.05,1.704,-1.7,1.103
2.21,1.598,,,-1.03,1.47,-1,1.637,-1.08,1.731,-1.64,1.144
2.21,1.616,,,-1.05,1.5,-0.95,1.659,-0.99,1.761,-1.66,1.177
2.18,1.643,,,-1.03,1.522,-0.96,1.684,-0.99,1.784,-1.72,1.214
2.16,1.674,,,-0.98,1.546,-0.97,1.723,-0.98,1.81,-1.73,1.25
2.1,1.7,,,-1,1.568,-0.96,1.742,-0.93,1.832,-1.71,1.275
2.21,1.725,,,-1.15,1.585,-0.91,1.753,-0.89,1.849,-1.68,1.296
2.19,1.751,,,-1.33,1.616,-0.95,1.772,-0.88,1.866,-1.59,1.319
2.19,1.78,,,-1.33,1.629,-1,1.794,-0.92,1.88,-1.6,1.337
2.24,1.802,,,-1.39,1.638,-1.01,1.819,-0.99,1.898,-1.6,1.351
2.21,1.816,,,-1.41,1.656,-0.99,1.846,-0.96,1.918,-1.62,1.362
2.18,1.833,,,-1.4,1.667,-0.98,1.874,-0.94,1.94,-1.63,1.376
2.18,1.857,,,-1.32,1.676,-1,1.901,-0.99,1.963,-1.58,1.396
2.2,1.893,,,-1.33,1.689,-0.85,1.929,-0.87,1.981,-1.62,1.417
2.19,1.954,,,-1.29,1.7,-0.88,1.953,-0.8,1.992,-1.66,1.448
2.21,1.987,,,-1.31,1.707,-0.73,1.974,-0.82,2.006,-1.62,1.48
2.25,2.001,,,-1.31,1.717,-0.73,1.996,-0.8,2.02,-1.67,1.5
2.22,2.012,,,-1.3,1.731,-0.7,2.006,-0.81,2.047,-1.66,1.517
2.19,2.022,,,-1.29,1.751,-0.66,2.018,-0.77,2.058,-1.68,1.543
2.18,2.033,,,-1.29,1.764,-0.7,2.042,-0.77,2.07,-1.61,1.572
2.17,2.045,,,-1.24,1.778,-0.67,2.059,-0.77,2.102,-1.64,1.613
2.19,2.053,,,-1.26,1.797,-0.68,2.07,-0.85,2.135,-1.6,1.657
2.32,2.069,,,-1.26,1.813,-0.65,2.08,-0.87,2.165,-1.56,1.682
2.24,2.092,,,-1.29,1.835,-0.65,2.097,-0.83,2.196,-1.57,1.712
2.28,2.128,,,-1.29,1.86,-0.68,2.111,-0.78,2.22,-1.56,1.739
2.32,2.169,,,-1.25,1.877,-0.64,2.133,-0.71,2.24,-1.57,1.769
2.37,2.191,,,-1.24,1.902,-0.66,2.158,-0.71,2.27,-1.55,1.788
2.37,2.207,,,-1.27,1.927,-0.72,2.174,-0.67,2.308,-1.64,1.799
2.43,2.227,,,-1.29,1.948,-0.59,2.185,-0.62,2.326,-1.65,1.811
2.47,2.248,,,-1.31,1.97,-0.58,2.201,-0.61,2.347,-1.65,1.824
2.42,2.271,,,-1.31,1.993,-0.62,2.21,-0.66,2.359,-1.65,1.849
2.41,2.314,,,-1.28,2.015,-0.62,2.223,-0.64,2.372,-1.6,1.883
2.48,2.348,,,-1.26,2.039,-0.55,2.249,-0.57,2.389,-1.61,1.912
2.44,2.366,,,-1.31,2.062,-0.57,2.275,-0.56,2.399,-1.59,1.946
2.43,2.381,,,-1.28,2.084,-0.55,2.289,-0.62,2.419,-1.61,1.974
2.48,2.406,,,-1.25,2.103,-0.53,2.297,-0.62,2.461,-1.62,1.998
2.46,2.441,,,-1.26,2.128,-0.51,2.314,-0.6,2.493,-1.65,2.026
2.56,2.476,,,-1.25,2.163,-0.52,2.334,-0.53,2.512,-1.6,2.066
2.52,2.507,,,-1.19,2.182,-0.49,2.351,-0.55,2.535,-1.58,2.089
2.49,2.534,,,-1.2,2.199,-0.47,2.364,-0.49,2.554,-1.59,2.119
2.54,2.559,,,-1.17,2.216,-0.46,2.38,-0.46,2.567,-1.44,2.154
2.51,2.581,,,-1.2,2.234,-0.44,2.391,-0.45,2.582,-1.5,2.188
2.55,2.598,,,-1.27,2.249,-0.41,2.41,-0.44,2.601,-1.47,2.212
2.57,2.619,,,-1.24,2.262,-0.39,2.43,-0.44,2.626,-1.43,2.242
2.57,2.641,,,-1.23,2.292,-0.37,2.457,-0.43,2.658,-1.55,2.286
2.63,2.661,,,-1.23,2.312,-0.38,2.494,-0.39,2.681,-1.51,2.326
2.56,2.68,,,-1.26,2.326,-0.37,2.513,-0.36,2.716,-1.43,2.362
2.56,2.697,,,-1.25,2.351,-0.35,2.521,-0.37,2.75,-1.42,2.388
2.53,2.728,,,-1.19,2.364,-0.35,2.538,-0.29,2.776,-1.41,2.414
2.54,2.758,,,-1.19,2.377,-0.35,2.546,-0.35,2.794,-1.36,2.447
2.6,2.776,,,-1.21,2.391,-0.33,2.559,-0.34,2.813,-1.38,2.49
2.64,2.787,,,-1.15,2.408,-0.28,2.564,-0.25,2.835,-1.45,2.523
2.62,2.796,,,-1.2,2.424,-0.27,2.567,-0.25,2.864,-1.39,2.565
2.64,2.805,,,-1.25,2.439,-0.26,2.578,-0.33,2.882,-1.4,2.584
2.6,2.816,,,-1.22,2.463,-0.25,2.582,-0.31,2.903,-1.4,2.609
2.57,2.827,,,-1.11,2.48,-0.31,2.587,-0.32,2.914,-1.35,2.631
2.54,2.842,,,-1.11,2.49,-0.33,2.592,-0.3,2.928,-1.32,2.661
2.55,2.857,,,-1.04,2.498,-0.27,2.593,-0.28,2.941,-1.35,2.692
2.6,2.875,,,-1.03,2.504,-0.23,2.597,-0.31,2.953,-1.32,2.732
2.61,2.886,,,-1,2.513,-0.24,2.611,-0.26,2.961,-1.23,2.772
2.67,2.895,,,-1.03,2.529,-0.23,2.625,-0.25,2.969,-1.17,2.816
2.66,2.9,,,-0.99,2.548,-0.18,2.645,-0.25,2.977,-1.13,2.848
2.64,2.909,,,-0.98,2.556,-0.13,2.669,-0.23,2.986,-1.05,2.878
2.65,2.912,,,-0.93,2.56,-0.06,2.689,-0.18,3.002,-0.99,2.901
2.69,2.919,,,-0.93,2.567,-0.06,2.71,-0.15,3.019,-1.03,2.93
2.66,2.936,,,-0.98,2.575,-0.01,2.738,-0.21,3.041,-1.03,2.948
2.68,2.945,,,-0.99,2.584,-0.07,2.754,-0.15,3.071,-1.02,2.963
2.68,2.955,,,-0.96,2.593,-0.05,2.768,-0.14,3.101,-0.98,2.972
2.72,2.963,,,-0.91,2.609,0.05,2.785,-0.07,3.135,-0.92,2.988
2.74,2.97,,,-0.95,2.637,0.03,2.804,-0.02,3.167,-0.96,3.003
2.7,2.978,,,-0.94,2.684,0.07,2.823,0.07,3.212,-0.97,3.022
2.75,2.994,,,-0.91,2.721,0.1,2.837,0.07,3.258,-0.95,3.028
2.75,3.008,,,-0.81,2.768,0.14,2.856,0.19,3.28,-0.88,3.061
2.74,3.03,,,-0.75,2.802,0.14,2.879,0.23,3.302,-0.82,3.094
2.79,3.071,,,-0.77,2.818,0.19,2.895,0.26,3.324,-0.77,3.112
2.82,3.115,,,-0.8,2.832,0.17,2.906,0.31,3.341,-0.73,3.148
2.85,3.156,,,-0.82,2.848,0.21,2.912,0.35,3.352,-0.59,3.195
2.87,3.197,,,-0.76,2.865,0.18,2.919,0.36,3.369,-0.57,3.253
2.93,3.23,,,-0.72,2.898,0.21,2.922,0.4,3.398,-0.56,3.283
3,3.248,,,-0.7,2.917,0.24,2.925,0.43,3.418,-0.42,3.303
3.03,3.259,,,-0.67,2.928,0.3,2.926,0.54,3.44,-0.3,3.333
3.05,3.272,,,-0.67,2.934,0.27,2.931,0.53,3.467,-0.26,3.368
3.16,3.285,,,-0.65,2.947,0.29,2.936,0.67,3.479,-0.24,3.402
3.19,3.3,,,-0.62,2.956,0.27,2.944,0.74,3.493,-0.2,3.448
3.3,3.329,,,-0.65,2.966,0.31,2.959,0.78,3.509,-0.03,3.504
3.32,3.358,,,-0.6,2.978,0.28,2.975,0.73,3.525,0.05,3.556
3.36,3.38,,,-0.6,2.989,0.32,2.999,0.74,3.545,0.21,3.594
3.37,3.404,,,-0.61,3.003,0.32,3.03,0.82,3.567,0.28,3.625
3.41,3.424,,,-0.62,3.041,0.37,3.069,0.86,3.591,0.39,3.658
3.49,3.44,,,-0.55,3.102,0.6,3.113,0.92,3.622,0.46,3.687
3.49,3.451,,,-0.54,3.142,0.6,3.143,0.93,3.655,0.54,3.701
3.48,3.459,,,-0.45,3.164,0.57,3.173,1.07,3.679,0.59,3.735
3.54,3.471,,,-0.45,3.193,0.61,3.214,1.08,3.701,0.68,3.787
3.55,3.487,,,-0.44,3.23,0.67,3.263,1.14,3.717,0.87,3.855
3.56,3.503,,,-0.38,3.256,0.71,3.286,1.17,3.745,0.95,3.908
3.57,3.517,,,-0.32,3.266,0.78,3.303,1.22,3.773,1.23,3.96
3.67,3.541,,,-0.29,3.27,0.83,3.325,1.26,3.797,1.36,4.024
3.74,3.566,,,-0.21,3.286,0.81,3.341,1.37,3.823,1.63,4.065
3.76,3.589,,,-0.26,3.297,0.83,3.358,1.46,3.847,1.72,4.09
3.79,3.614,,,-0.22,3.307,0.92,3.368,1.49,3.869,1.93,4.117
3.82,3.638,,,-0.22,3.318,0.94,3.379,1.52,3.892,2,4.131
3.83,3.649,,,-0.22,3.327,0.94,3.391,1.62,3.919,2.05,4.137
3.76,3.658,,,-0.15,3.34,0.89,3.402,1.66,3.952,2.12,4.155
3.83,3.669,,,-0.15,3.36,0.86,3.416,1.78,3.974,2.23,4.188
3.79,3.685,,,-0.17,3.382,0.96,3.426,1.88,4.002,2.35,4.221
3.75,3.696,,,-0.12,3.398,1.03,3.44,1.93,4.034,2.57,4.257
3.79,3.709,,,-0.1,3.41,0.99,3.456,2.06,4.053,2.72,4.298
3.88,3.726,,,-0.09,3.427,1.02,3.487,2.14,4.07,2.91,4.335
3.9,3.753,,,-0.1,3.44,1.13,3.501,2.24,4.084,3.06,4.361
4.06,3.779,,,-0.09,3.453,1.19,3.515,2.29,4.098,3.19,4.397
4.08,3.809,,,-0.01,3.46,1.23,3.541,2.39,4.108,3.46,4.442
4.2,3.839,,,0.01,3.465,1.22,3.564,2.44,4.12,3.61,4.483
4.22,3.864,,,-0.07,3.468,1.25,3.586,2.51,4.147,3.94,4.521
4.48,3.888,,,-0.07,3.478,1.3,3.614,2.56,4.172,4.07,4.549
4.56,3.918,,,-0.02,3.49,1.34,3.64,2.73,4.197,4.36,4.576
4.53,3.941,,,-0.01,3.508,1.35,3.663,2.79,4.233,4.45,4.601
4.56,3.971,,,0.07,3.519,1.39,3.68,3.01,4.266,4.73,4.628
4.66,4.007,,,0.07,3.533,1.38,3.701,3.08,4.306,4.89,4.651
4.75,4.024,,,0.1,3.548,1.4,3.721,3.4,4.348,5.19,4.681
4.8,4.037,,,0.13,3.572,1.45,3.742,3.53,4.376,5.31,4.711
4.91,4.054,,,0.19,3.611,1.49,3.759,3.63,4.398,5.58,4.742
4.95,4.068,,,0.26,3.671,1.51,3.773,3.87,4.445,5.75,4.769
4.99,4.072,,,0.38,3.704,1.52,3.79,4.04,4.481,6.01,4.788
5.03,4.081,,,0.42,3.709,1.54,3.8,4.37,4.521,6.1,4.8
5.1,4.095,,,0.46,3.709,1.58,3.825,4.48,4.549,6.36,4.813
5.18,4.12,,,0.53,3.713,1.66,3.845,4.77,4.569,6.5,4.843
5.29,4.144,,,0.49,3.718,1.67,3.859,4.83,4.595,6.67,4.876
5.34,4.158,,,0.57,3.734,1.81,3.889,5.07,4.615,7.01,4.904
5.5,4.177,,,0.65,3.753,1.86,3.943,5.18,4.637,7.19,4.928
5.52,4.207,,,0.68,3.781,1.98,3.99,5.43,4.662,7.54,4.948
5.61,4.225,,,0.71,3.804,2.11,4.023,5.56,4.694,7.64,4.964
5.76,4.241,,,0.8,3.822,2.27,4.043,5.81,4.733,7.85,4.983
5.78,4.258,,,0.86,3.842,2.34,4.056,5.96,4.758,8.06,5.017
5.95,4.288,,,0.96,3.864,2.42,4.067,6.21,4.782,8.62,5.064
6.05,4.304,,,1.02,3.894,2.45,4.076,6.35,4.799,8.92,5.104
6.2,4.31,,,1.06,3.935,2.53,4.084,6.47,4.819,9.46,5.135
6.23,4.321,,,1.15,3.968,2.52,4.092,6.66,4.841,9.66,5.149
6.33,4.34,,,1.29,3.998,2.58,4.108,6.8,4.869,9.91,5.163
6.43,4.356,,,1.38,4.023,2.66,4.142,7.05,4.898,10.04,5.19
6.51,4.378,,,1.46,4.035,2.73,4.166,7.18,4.921,10.24,5.213
6.56,4.398,,,1.52,4.057,2.8,4.178,7.54,4.95,10.82,5.257
6.74,4.417,,,1.65,4.084,2.89,4.2,7.74,4.976,11.22,5.32
6.79,4.433,,,1.68,4.103,2.98,4.222,7.99,4.995,12.13,5.358
6.96,4.456,,,1.72,4.133,3.03,4.243,8.2,5.02,12.5,5.386
7.03,4.481,,,1.91,4.169,3.18,4.271,8.61,5.063,13.03,5.4
7.09,4.494,,,1.94,4.196,3.25,4.302,8.83,5.099,13.26,5.427
7.23,4.518,,,2.12,4.213,3.34,4.323,9.22,5.121,14.16,5.482
7.33,4.535,,,2.18,4.241,3.44,4.342,9.31,5.13,14.65,5.523
7.47,4.552,,,2.25,4.263,3.53,4.359,9.61,5.135,15.56,5.556
7.5,4.565,,,2.32,4.295,3.65,4.383,9.72,5.146,16.01,5.594
7.65,4.573,,,2.5,4.332,3.8,4.403,9.86,5.171,16.49,5.633
7.69,4.587,,,2.62,4.356,3.82,4.414,10.26,5.202,17.43,5.669
7.82,4.602,,,2.77,4.373,3.93,4.438,10.49,5.239,17.96,5.719
7.86,4.623,,,2.84,4.398,4.05,4.469,11.15,5.283,19.18,5.768
8.07,4.645,,,2.95,4.419,4.18,4.492,11.51,5.325,19.8,5.812
8.27,4.689,,,3.02,4.431,4.27,4.525,12.2,5.363,20.9,5.84
8.52,4.725,,,3.16,4.459,4.31,4.546,12.52,5.385,21.36,5.862
8.67,4.744,,,3.21,4.48,4.52,4.571,13.03,5.405,22.18,5.89
8.9,4.758,,,3.35,4.496,4.64,4.612,13.2,5.426,22.66,5.919
9.02,4.775,,,3.39,4.514,4.89,4.646,13.66,5.444,23.6,5.952
9.12,4.789,,,3.46,4.53,5.03,4.684,13.83,5.463,24.11,5.985
9.26,4.808,,,3.67,4.551,5.3,4.723,14.19,5.477,24.59,6.005
9.37,4.824,,,3.78,4.568,5.45,4.749,14.36,5.493,25.51,6.029
9.62,4.852,,,3.9,4.595,5.76,4.771,14.59,5.517,25.8,6.044
9.75,4.882,,,3.94,4.623,5.85,4.802,15,5.532,26.52,6.062
10.03,4.909,,,4.17,4.65,6.12,4.835,15.16,5.548,26.87,6.087
10.17,4.932,,,4.29,4.679,6.26,4.868,15.59,5.567,27.68,6.107
10.42,4.942,,,4.52,4.711,6.5,4.896,15.8,5.59,28.14,6.131
10.52,4.951,,,4.57,4.73,6.67,4.913,16.18,5.605,28.7,6.169
10.68,4.961,,,4.84,4.742,6.86,4.926,16.36,5.62,30.2,6.239
10.75,4.97,,,4.9,4.76,6.98,4.945,16.97,5.649,31.12,6.3
10.88,4.984,,,5.09,4.777,7.12,4.954,17.38,5.682,32.85,6.34
11.03,5.006,,,5.19,4.799,7.28,4.965,18.14,5.711,33.46,6.359
11.24,5.038,,,5.43,4.822,7.42,4.987,18.47,5.735,34.51,6.373
11.67,5.075,,,5.59,4.849,7.7,5.016,18.86,5.762,34.9,6.381
11.85,5.091,,,5.7,4.876,7.88,5.049,19.51,5.787,35.39,6.392
12.07,5.099,,,5.94,4.891,8.3,5.088,19.78,5.799,35.75,6.409
12.27,5.113,,,6.03,4.912,8.49,5.096,20.19,5.807,36.14,6.442
12.39,5.124,,,6.26,4.931,8.78,5.099,20.33,5.821,37.28,6.486
12.57,5.138,,,6.36,4.94,8.91,5.107,20.82,5.84,37.86,6.527
12.93,5.162,,,6.49,4.95,9.1,5.116,21.12,5.861,39.26,6.566
13.09,5.187,,,6.56,4.957,9.19,5.124,21.63,5.876,39.82,6.583
13.48,5.213,,,6.77,4.968,9.32,5.129,21.97,5.905,40.6,6.594
13.69,5.245,,,6.85,4.981,9.46,5.14,22.42,5.933,40.87,6.6
14.22,5.281,,,7.02,4.994,9.7,5.18,23.19,5.955,41.39,6.613
14.4,5.301,,,7.11,5.02,10.4,5.242,23.5,5.977,41.67,6.63
14.62,5.314,,,7.46,5.055,10.85,5.306,24.32,6,41.97,6.654
14.97,5.322,,,7.62,5.086,11.55,5.334,24.76,6.019,42.93,6.696
15,5.333,,,7.91,5.096,11.85,5.35,25.59,6.041,43.47,6.729
15.2,5.341,,,8.03,5.116,12.37,5.374,26,6.066,44.23,6.745
